logFC	logCPM	PValue	FDR
YPK_2678	4.45312286588355	6.88753771600657	0.030575626556738	0.448142485685347
YPK_1816	4.45312329635135	6.88753771600657	0.0306284432662647	0.448142485685347
YPK_3826	0.948528757542744	9.79133174251372	0.0309979902761752	0.45142566732797
YPK_0989	4.45722928575358	6.88883061630854	0.0311399576671979	0.45142566732797
YPK_2653	1.63124148766015	8.08556001618095	0.0313963832513887	0.45142566732797
YPK_2898	1.81162642388902	8.06878314293706	0.0314721676063121	0.45142566732797
YPK_2200	-0.685696581765323	12.5377845709574	0.0315695655792462	0.45142566732797
YPK_0526	0.933538042976926	9.44251356493696	0.031775555701538	0.45142566732797
YPK_3725	-0.774202360964076	9.9921628583072	0.031800069491029	0.45142566732797
YPK_2855	-0.682958433466132	12.7229225602977	0.0323225511723682	0.45684427968569
YPK_1714	1.93395586525251	7.93052635460054	0.0324556637546489	0.45684427968569
YPK_3938	-1.69757850463932	7.89588084541534	0.0329252645700717	0.461507069772097
YPK_3801	1.18049469667744	8.88593763389826	0.0331901913971955	0.461982743343383
YPK_0552	1.98207938225	7.95909542204587	0.0332361685858549	0.461982743343383
YPK_4004	0.934439379133214	10.6614758292115	0.0334968185931061	0.463673804259759
YPK_1294	0.859168680593099	9.56629989068418	0.0340681661826781	0.469633894154603
YPK_3206	4.98185929595937	7.13386750291477	0.0343917982807788	0.471596583003
YPK_3028	1.28183518851822	8.63606263214359	0.0345654887733501	0.471596583003
YPK_0340	-0.554466278182782	11.7112539059406	0.0346346411378103	0.471596583003
YPK_4014	-2.97569546157405	7.37848823830438	0.0348678289427594	0.472841777857908
YPK_1687	0.627574526742671	11.7094453608592	0.0351565689852475	0.473568249782853
YPK_3304	1.94689865521415	7.93675127988954	0.0352109948830814	0.473568249782853
YPK_3259	2.24068445566793	7.65760303190704	0.0353472704424251	0.473568249782853
YPK_1850	-2.79785547941711	7.27840574197759	0.0358238318231667	0.476761569763966
YPK_0843	1.19140215824979	9.02932713351649	0.0360136171673022	0.476761569763966
YPK_3490	-0.638247876526199	11.3079620970147	0.0360143631836089	0.476761569763966
YPK_4141	1.04583962002645	9.21564265780991	0.0362054307005969	0.477072865915763
YPK_3016	-3.29068266379183	7.093503359283	0.0363238932681666	0.477072865915763
YPK_2050	2.18786526030757	7.61450465610102	0.0364834720845065	0.477289658329073
YPK_2489	2.36860243396583	7.72030532475206	0.0369272437217246	0.478483383356685
YPK_1648	5.05721517528173	7.17954326296576	0.0369930248774253	0.478483383356685
YPK_1441	1.72148526794714	8.28658222242439	0.0370050098639163	0.478483383356685
YPK_0333	1.98624976958237	7.76793797076131	0.0379249869558713	0.486175468370244
YPK_4245	1.70028682334048	7.80702214501556	0.0380291688913986	0.486175468370244
YPK_0309	-0.824007223381084	10.0801237097626	0.0380371094858015	0.486175468370244
YPK_1940	-1.07923896601048	9.06032022057447	0.0383182368694717	0.48789938242961
YPK_2668	-0.677892635901894	12.4306908766755	0.0386234459852046	0.489915649454914
YPK_2778	-1.49659757414961	8.20816857423694	0.0388226464124954	0.490577077394261
YPK_3514	-1.0283250890617	8.70122055925734	0.0392120840467508	0.493628348603626
YPK_3339	-4.31218412382562	6.72767146604344	0.0398128310437707	0.497984920241677
YPK_0883	-4.31218909823398	6.72767146604344	0.0398567067459615	0.497984920241677
YPK_2150	2.2089801838635	7.90238831277223	0.0408200130409467	0.508117774270888
YPK_3519	-1.40558004423856	8.07135627031546	0.0414379692534899	0.513892436541421
YPK_2709	-0.780866432445128	10.0475474751901	0.0419914188250975	0.514228006808095
YPK_0530	-1.19734171545831	9.73568985039266	0.0422078105157043	0.514228006808095
YPK_3808	2.88334670514387	7.19069885081711	0.0423868405225142	0.514228006808095
YPK_1364	1.33861578930163	8.17785410612128	0.0424169205897089	0.514228006808095
YPK_3399	4.45801990797298	6.88888339701228	0.0426935971686039	0.514228006808095
YPK_3521	-1.40546383942703	8.25283140917127	0.0426961162734559	0.514228006808095
YPK_2780	1.36626686395499	8.2120771165539	0.0427293770386631	0.514228006808095
YPK_2134	1.09553787787029	9.84002017105559	0.0427759504879943	0.514228006808095
YPK_4145	1.74657407266685	8.89204122729734	0.0428934848342162	0.514228006808095
YPK_3633	1.01356682782347	8.86051187772218	0.0430158660579628	0.514228006808095
YPK_0562	4.73732621984358	7.01501625550196	0.043450906687257	0.514228006808095
YPK_2552	2.11558675671819	7.57514778757125	0.0435582912887775	0.514228006808095
YPK_1066	-0.797899416250131	9.87504706548003	0.0436293959990586	0.514228006808095
YPK_3309	4.85226727464604	7.0721476980844	0.0436994961610697	0.514228006808095
YPK_3428	2.97590445237273	7.24095610570136	0.0437772044165164	0.514228006808095
YPK_0698	-3.21882498524318	7.50165240269649	0.044053830965897	0.515661684569236
YPK_1695	1.60720235417279	8.09759799464334	0.0443227155895901	0.516995032191862
YPK_1985	4.73278650546408	7.01377764913088	0.0453420392793498	0.527041961797599
YPK_1527	1.8955960984495	7.90155901036598	0.0457185042954831	0.529572674756012
YPK_0314	1.55861824295847	7.91284995591862	0.0460894974535709	0.532022711090355
YPK_3430	2.55000317082438	7.48669556764227	0.0462901589189631	0.532496448805728
YPK_1682	-0.956286063874689	8.85819301649036	0.0466451040698324	0.534735626037666
YPK_1042	-0.754876422519567	10.3754833974473	0.047364125387221	0.541118911958114
YPK_2691	-2.65147697353582	7.21320865923661	0.0475315197321376	0.541177985755669
YPK_2634	-1.79041502699628	7.664533881012	0.0477786093090464	0.542140954608771
YPK_2685	0.782443971602871	9.70500700328617	0.0480897483469352	0.542342402309931
YPK_1447	-4.88946104750825	6.9661512494002	0.0483450968309975	0.542342402309931
YPK_0299	-1.33747208995871	8.29574975903765	0.0490969700096056	0.542342402309931
YPK_0269	1.35069951783057	8.21507247408309	0.0493775414101763	0.542342402309931
YPK_4223	-0.777162224366438	9.61949204740582	0.0496423601865448	0.542342402309931
YPK_3352	0.887506326414666	9.16531537327935	0.0496790992234438	0.542342402309931
YPK_3001	-1.11276465444458	8.94973392029455	0.0497967729752389	0.542342402309931
YPK_3013	-2.16221209095641	7.26427185924576	0.0498995207943265	0.542342402309931
YPK_1733	1.91141615914736	7.68749285147911	0.0500532209759343	0.542342402309931
YPK_2097	0.861874304156955	9.85124910307945	0.0501987947658047	0.542342402309931
YPK_0975	4.28830648818077	6.81918153777562	0.0505792994834983	0.542342402309931
YPK_3266	4.28793282706069	6.81907355485982	0.050612278558299	0.542342402309931
YPK_2979	4.28830476724933	6.81918153777562	0.0506440013439199	0.542342402309931
YPK_2350	4.28830232546748	6.81918153777562	0.0507360447815882	0.542342402309931
YPK_1971	1.6203992161958	8.09913546163444	0.0507615958529076	0.542342402309931
YPK_2396	4.28792727767072	6.81907355485982	0.0507955777556293	0.542342402309931
YPK_2571	-1.15857506815742	8.34270654751295	0.0509098044050762	0.542342402309931
YPK_2708	-0.975936870400626	9.03331591455141	0.0509994965756819	0.542342402309931
YPK_0777	4.28792049486396	6.81907355485982	0.0510211448185494	0.542342402309931
YPK_2581	1.43112588297408	7.97626178682124	0.0511794718802939	0.542342402309931
YPK_0565	-4.75782847208857	6.89793718493704	0.051628634406732	0.542342402309931
YPK_1090	2.5130093625013	7.4866215373419	0.0516490874825807	0.542342402309931
YPK_1672	1.51611597906797	8.040156920084	0.0518308914119602	0.542342402309931
YPK_1725	-1.47766839892217	8.00241268334033	0.0520298350227922	0.542342402309931
YPK_3722	4.29759636462969	6.82182556822642	0.0520444410159949	0.542342402309931
YPK_3296	4.29760371320003	6.82182556822642	0.052156932659629	0.542342402309931
YPK_1349	2.19509135898117	7.61855223102253	0.0521858246827002	0.542342402309931
YPK_0568	4.44332530327991	6.88495222924976	0.0529519620929674	0.548595483050122
YPK_1845	-0.87919088884097	9.20494227801898	0.0534092191243893	0.550898731765411
YPK_0030	-0.849088476728482	9.29244021691488	0.0535045530851298	0.550898731765411
YPK_0290	-0.764886148379758	10.2392161857515	0.0539192881875468	0.553460755057403
YPK_1350	4.71334909200005	7.00852071662118	0.0544326798632032	0.557016625839405
YPK_3626	2.77995412325654	7.13935726102094	0.0547663232693877	0.558068373297337
YPK_0631	0.730903877993126	11.9350101903972	0.0548700319069324	0.558068373297337
YPK_0295	-0.730117829611107	11.187453577877	0.0552327652494613	0.560050166784811
YPK_2670	1.42525367154804	8.85000757572746	0.0557863684346351	0.560963477152744
YPK_2783	1.22496526962286	8.43053157726334	0.0559335734267008	0.560963477152744
YPK_2688	2.26027653780522	7.65556302703161	0.0559539163455614	0.560963477152744
YPK_1091	2.58035516057306	7.47484259349761	0.0559954550035562	0.560963477152744
YPK_3336	2.04695936727438	7.53310536685609	0.0562070801732955	0.561397663048245
YPK_2469	4.84345288734077	7.06972132674892	0.0564032139135443	0.561674989897265
YPK_1262	4.84166501957097	7.06922682107854	0.056896787474875	0.562168475551278
YPK_4005	0.765793894086982	10.4022233694539	0.0570025226571169	0.562168475551278
YPK_3258	2.01778421432887	7.53580175624583	0.0571124486376256	0.562168475551278
YPK_1273	4.60244806797046	6.95278957100341	0.057126832497567	0.562168475551278
YPK_3271	-1.89675451922536	8.00084187977062	0.0578530356686813	0.567563447379889
YPK_0772	4.58177225023711	6.94752322050816	0.0580153284042392	0.567563447379889
YPK_3571	1.35244661896124	8.21228989097598	0.0589949350050126	0.575459366013807
