control_mean	treat_mean	M	D	prob	ranking
YPK_0072	0.120621021268594	1.77510612159811	-3.87935201576182	1.65448510032952	0.444694244604317	-4.21742729746556
YPK_0073	NA	NA	NA	NA	NA	0
YPK_0074	NA	NA	NA	NA	NA	0
YPK_0075	NA	NA	NA	NA	NA	0
YPK_0076	NA	NA	NA	NA	NA	0
YPK_0077	NA	NA	NA	NA	NA	0
YPK_0078	0.120621021268594	0.640906644049918	-2.4096328705306	0.520285622781324	0.258243405275779	-2.46516281409859
YPK_0079	1.90287892072424	1.17050736454225	0.701049754978658	0.732371556181988	0.285321742605915	1.01382387783089
YPK_0080	1.54875266527603	1.77510612159811	-0.196798511054124	0.226353456322085	0.16511790567546	-0.299942563071789
YPK_0081	0.428909228599672	2.5834440634022	-2.59055138386091	2.15453483480253	0.410771382893685	-3.369417876548
YPK_0082	5.64869597315292	1.72040891980777	1.71516633697388	3.92828705334515	0.501249000799361	4.28640114046359
YPK_0083	4.27852616279258	6.3662825429048	-0.573337274293986	2.08775638011222	0.360811350919265	-2.16505019174941
YPK_0085	NA	NA	NA	NA	NA	0
YPK_0086	NA	NA	NA	NA	NA	0
YPK_0087	0.120621021268594	0.336590730888966	-1.48051409264805	0.215969709620372	0.241157074340528	-1.49618344263094
YPK_0088	8.95828247047255	4.33434717735663	1.04740744098378	4.62393529311591	0.470973221422862	4.74108003964826
YPK_0089	0.566963355622904	0.0857272317083878	2.72543003093268	0.481236123914516	0.257494004796163	2.76759047918401
YPK_0090	1.55883520974359	0.0857272317083878	4.18457105637527	1.4731079780352	0.425709432454037	4.43629147383314
YPK_0091	2.39881484778458	1.73203603195834	0.469852864591861	0.666778815826246	0.238309352517986	0.815693388228585
YPK_0092	0.451579671000557	0.898608508609368	-0.99271218128862	0.447028837608811	0.255745403677058	-1.08872046758233
YPK_0093	2.54062451939672	1.4830078900215	0.776656900918146	1.05761662937521	0.317496003197442	1.31215428836504
YPK_0094	7.08386780164541	7.16904239111427	-0.0172431340655224	0.0851745894688651	0.00344724220623501	-0.0869024531505946
YPK_0095	NA	NA	NA	NA	NA	0
YPK_0096	0.120621021268594	2.84468988692337	-4.55971812568546	2.72406886565478	0.639788169464428	-5.3114574808177
YPK_0097	2.75346161957141	0.0857272317083878	5.00534913186783	2.66773438786302	0.644234612310152	5.67188916465025
YPK_0098	0.566963355622904	2.00674432487382	-1.82352941962468	1.43978096925092	0.350169864108713	-2.32340887139002
YPK_0099	0.566963355622904	3.21274889169786	-2.50248082623348	2.64578553607496	0.447691846522782	-3.64178409417275
YPK_0100	6.19501066110412	11.7106840552854	-0.918646680094542	5.51567339418124	0.445493605115907	-5.59165134053685
YPK_0101	7.31132815906139	6.00610791393001	0.283703110092878	1.30522024513138	0.200139888089528	1.33569732461257
YPK_0102	1.39385793241521	0.0857272317083878	4.02318615636785	1.30813070070682	0.37884692246203	4.23051211780816
YPK_0103	4.46391669072415	1.9932565590832	1.16318268616309	2.47066013164096	0.427358113509193	2.730779274762
YPK_0104	0.566963355622904	1.80970540687419	-1.67442746911906	1.24274205125129	0.336880495603517	-2.08521345556965
YPK_0105	4.09618485768864	4.30905467755283	-0.073090580377285	0.212869819864195	0.117406075139888	-0.225068418817263
YPK_0106	1.26565383839038	0.629764501333893	1.00699853278562	0.635889337056488	0.268385291766587	1.19096653773921
YPK_0107	0.566963355622904	0.640906644049918	-0.176858732944662	0.073943288427014	0.140737410071942	-0.191694082647827
YPK_0108	NA	NA	NA	NA	NA	0
YPK_0109	NA	NA	NA	NA	NA	0
YPK_0110	NA	NA	NA	NA	NA	0
YPK_0111	0.120621021268594	0.61532795220072	-2.35087417531943	0.494706930932126	0.257943645083933	-2.40236224073225
YPK_0112	0.771451681189757	0.61532795220072	0.326220267788319	0.156123728989037	0.161570743405276	0.36165492098038
YPK_0113	0.120621021268594	1.18494391367542	-3.29626551399709	1.06432289240683	0.351668665067946	-3.46383451655355
YPK_0114	4.63569187262395	4.57096309237116	0.0202865056486201	0.0647287802527909	0.00314748201438849	0.0678333052743679
YPK_0115	5.21776206422472	2.00671902847751	1.378592525801	3.21104303574721	0.45648481215028	3.49446916277924
YPK_0116	9.64562456745041	4.89528941620872	0.978480501330736	4.75033515124169	0.455485611510791	4.8500626945027
YPK_0117	1.26565383839038	3.20688460605785	-1.3412895663432	1.94123076766747	0.400629496402878	-2.35954118296756
YPK_0118	NA	NA	NA	NA	NA	0
YPK_0119	31.8450353914513	32.1196377692612	-0.0123871475593823	0.274602377809931	0.00124900079936051	-0.274881624201266
YPK_0120	38.4057153571254	61.3934162205616	-0.676762928478001	22.9877008634362	0.450339728217426	-22.9976607299131
YPK_0121	0.819311504036071	1.17280239482423	-0.517475977416718	0.353490890788157	0.218225419664269	-0.626687479588983
YPK_0122	4.77446208985292	6.20473291017302	-0.378030906769176	1.43027082032011	0.209982014388489	-1.47938567856116
YPK_0123	1.21779401554407	0.891770143230497	0.449526324763609	0.32602387231357	0.216276978417266	0.555306655798229
YPK_0124	1.21779401554407	5.07458765741741	-2.05902047048229	3.85679364187334	0.504496402877698	-4.37200440231477
YPK_0125	NA	NA	NA	NA	NA	0
YPK_0126	NA	NA	NA	NA	NA	0
YPK_0127	0.771451681189757	2.00847822298811	-1.38045511545724	1.23702654179835	0.336880495603517	-1.85361565350147
YPK_0128	1.26565383839038	0.629764501333893	1.00699853278562	0.635889337056488	0.268385291766587	1.19096653773921
YPK_0129	3.44004778314215	3.96137267028468	-0.203571826205633	0.521324887142533	0.177408073541167	-0.559661617746716
YPK_0130	3.64382001850326	3.42733007382491	0.0883665616398762	0.216489944678349	0.117406075139888	0.233830163500966
YPK_0131	0.566963355622904	2.27201907679126	-2.00264755033879	1.70505572116836	0.375299760191847	-2.63017342073996
YPK_0132	1.26565383839038	0.640906644049918	0.981696744648239	0.624747194340463	0.267386091127098	1.16363119384504
YPK_0133	0.120621021268594	1.17050736454225	-3.27858075113824	1.04988634327366	0.346772581934452	-3.44257942181829
YPK_0134	1.11399413377984	0.61532795220072	0.856314199821017	0.498666181579123	0.258193445243805	0.990929850930837
YPK_0135	1.11399413377984	0.640906644049918	0.797555504609846	0.473087489729925	0.257194244604317	0.92731146648385
YPK_0136	2.39881484778458	1.99328185547951	0.267176082090564	0.405532992305073	0.174110711430855	0.485633675406854
YPK_0137	NA	NA	NA	NA	NA	0
YPK_0138	0.120621021268594	0.606408817903299	-2.32980937685094	0.485787796634705	0.257943645083933	-2.37991628336413
YPK_0139	0.120621021268594	1.46541503310147	-3.60275606047224	1.34479401183287	0.380045963229416	-3.84555875855915
YPK_0140	1.45653658636993	1.18494391367542	0.29772316620411	0.271592672694506	0.16726618705036	0.402990897609295
YPK_0141	12.6189829380148	11.1814597340448	0.174487093390342	1.43752320397	0.194744204636291	1.44807413750539
YPK_0142	NA	NA	NA	NA	NA	0
YPK_0143	NA	NA	NA	NA	NA	0
YPK_0144	NA	NA	NA	NA	NA	0
YPK_0145	4.4676751409124	12.3116049868004	-1.46242265746333	7.843929845888	0.544314548361311	-7.97909239552185
YPK_0146	0.120621021268594	1.75490674595439	-3.86284110872893	1.63428572468579	0.442845723421263	-4.1943332320165
YPK_0147	10.0279796577272	6.52972182530774	0.618937537209012	3.49825783241947	0.39308553157474	3.55258941295649
YPK_0148	4.37928368457429	4.23664209536786	0.0477736514965912	0.142641589206433	0.0778377298161471	0.150429201781618
YPK_0149	12.734820966596	11.4571378746479	0.152531990300185	1.27768309194806	0.190797362110312	1.28675564561221
YPK_0150	8.96053966227023	14.1086583354483	-0.65492327266267	5.14811867317809	0.414268585131894	-5.18960984720433
YPK_0151	88.0719579944584	87.6210745837642	0.00740483192892145	0.450883410694217	0.00134892086330935	0.450944211156043
YPK_0152	17.3871307020329	12.1681550507289	0.514909431041158	5.21897565130393	0.33228417266187	5.24431488100003
YPK_0153	NA	NA	NA	NA	NA	0
YPK_0154	NA	NA	NA	NA	NA	0
YPK_0155	NA	NA	NA	NA	NA	0
YPK_0156	0.428909228599672	0.0857272317083878	2.32284689600816	0.343181996891284	0.248101518784972	2.34806123967946
YPK_0157	8.67469029640584	5.41237645064928	0.680550064004981	3.26231384575656	0.395083932853717	3.3325425755468
YPK_0158	0.875251562953981	3.38696796203828	-1.95222470215741	2.5117163990843	0.436250999200639	-3.18117911428177
YPK_0159	1.90287892072424	4.32674899360233	-1.18509966201389	2.42387007287809	0.425959232613909	-2.69807474675916
YPK_0160	16.4267625541924	24.0188212458572	-0.548117173946784	7.59205869166474	0.390637490007994	-7.61181894254307
YPK_0161	75.8823036864646	41.5109797471152	0.870270494724722	34.3713239393493	0.484212629896083	34.3823396539223
YPK_0162	48.7254014569936	3.74821389783021	3.70039888198314	44.9771875591634	0.730465627498002	45.1291519155628
YPK_0163	4.32890492368343	8.0421736670039	-0.893583376009282	3.71326874332047	0.413868904876099	-3.81927427792256
YPK_0164	NA	NA	NA	NA	NA	0
YPK_0165	2.20560583002826	0.0857272317083878	4.68527761883597	2.11987859831987	0.59742206235012	5.14253941522862
YPK_0166	NA	NA	NA	NA	NA	0
YPK_0167	0.451579671000557	0.343429096267838	0.394968267358682	0.10815057473272	0.153127498001599	0.409507605589123
YPK_0168	1.39385793241521	2.8564184582034	-1.03512382264585	1.46256052578819	0.34787170263789	-1.79180484981004
YPK_0169	2.00111750446141	0.0857272317083878	4.54490851687541	1.91539027275302	0.559802158273381	4.93202933119051
YPK_0170	6.75820579809429	11.5285806091452	-0.770502711672306	4.77037481105095	0.421762589928058	-4.83219931983396
YPK_0171	1.26565383839038	1.73203603195834	-0.452586067506836	0.466382193567955	0.224320543565148	-0.64988191156437
YPK_0172	4.08937718467275	4.64442591702814	-0.183619144283212	0.555048732355393	0.178307354116707	-0.584632436182451
YPK_0173	10.488160081138	8.47675198696429	0.307178128333012	2.01140809417369	0.215927258193445	2.03472871013156
YPK_0174	71.9650003675405	143.258460362991	-0.993253003782609	71.2934599954502	0.525929256594724	-71.3003786080577
YPK_0175	4.37928368457429	12.6200723518322	-1.52695336749569	8.24078866725792	0.561400879296563	-8.38106105722378
YPK_0176	0.120621021268594	1.43810244313798	-3.5756131893093	1.31748142186939	0.378996802557954	-3.8106124148926
YPK_0177	0.771451681189757	6.02609726026149	-2.96557625446357	5.25464557907173	0.563299360511591	-6.03373372653254
YPK_0178	3.78259023573223	5.40304436878069	-0.514398030031783	1.62045413304846	0.285571542765787	-1.70014026792333
YPK_0179	0.120621021268594	0.629764501333893	-2.38433108239323	0.509143480065299	0.258243405275779	-2.43808568220222
YPK_0180	4.22438895171347	1.76934329508756	1.25552868124907	2.45504565662591	0.427607913669065	2.75746286385815
YPK_0181	0.771451681189757	0.0857272317083878	3.16975033645449	0.68572444948137	0.271532773780975	3.24307496306667
YPK_0182	0.451579671000557	0.0857272317083878	2.39715507905115	0.365852439292169	0.250299760191847	2.42491246859691
YPK_0183	NA	NA	NA	NA	NA	0
YPK_0184	NA	NA	NA	NA	NA	0
YPK_0185	NA	NA	NA	NA	NA	0
YPK_0186	1.26565383839038	0.348706953343849	1.85979583821928	0.916946885046531	0.317096322941647	2.07355543688957
YPK_0187	0.120621021268594	0.61532795220072	-2.35087417531943	0.494706930932126	0.257943645083933	-2.40236224073225
YPK_0188	0.771451681189757	1.71454463416776	-1.15217775843287	0.943092952977998	0.318545163868905	-1.48893851618667
YPK_0189	4.27852616279258	4.29395976917369	-0.00519476185154523	0.0154336063811158	4.99600319744205e-05	-0.0162844022494376
YPK_0190	1.55883520974359	0.640906644049918	1.28228229249793	0.917928565693674	0.317096322941647	1.57697201286839
YPK_0191	NA	NA	NA	NA	NA	0
YPK_0192	NA	NA	NA	NA	NA	0
YPK_0193	NA	NA	NA	NA	NA	0
YPK_0194	0.120621021268594	0.336590730888966	-1.48051409264805	0.215969709620372	0.241157074340528	-1.49618344263094
YPK_0195	NA	NA	NA	NA	NA	0
YPK_0196	NA	NA	NA	NA	NA	0
YPK_0197	NA	NA	NA	NA	NA	0
YPK_0198	NA	NA	NA	NA	NA	0
YPK_0199	NA	NA	NA	NA	NA	0
YPK_0200	NA	NA	NA	NA	NA	0
YPK_0201	0.120621021268594	1.17050736454225	-3.27858075113824	1.04988634327366	0.346772581934452	-3.44257942181829
YPK_0202	0.120621021268594	0.61532795220072	-2.35087417531943	0.494706930932126	0.257943645083933	-2.40236224073225
YPK_0203	0.451579671000557	0.0857272317083878	2.39715507905115	0.365852439292169	0.250299760191847	2.42491246859691
YPK_0204	NA	NA	NA	NA	NA	0
YPK_0205	NA	NA	NA	NA	NA	0
YPK_0206	NA	NA	NA	NA	NA	0
YPK_0207	NA	NA	NA	NA	NA	0
YPK_0208	NA	NA	NA	NA	NA	0
YPK_0209	NA	NA	NA	NA	NA	0
YPK_0210	NA	NA	NA	NA	NA	0
YPK_0211	NA	NA	NA	NA	NA	0
YPK_0212	NA	NA	NA	NA	NA	0
YPK_0213	NA	NA	NA	NA	NA	0
YPK_0214	NA	NA	NA	NA	NA	0
YPK_0215	NA	NA	NA	NA	NA	0
YPK_0216	0.566963355622904	0.640906644049918	-0.176858732944662	0.073943288427014	0.140737410071942	-0.191694082647827
YPK_0217	NA	NA	NA	NA	NA	0
YPK_0218	1.76158976545072	0.61532795220072	1.51745055647702	1.14626181325	0.333233413269384	1.90172877557963
YPK_0219	5.3283034466251	2.30470684209045	1.20909299414512	3.02359660453465	0.444994004796163	3.25638485063487
YPK_0220	NA	NA	NA	NA	NA	0
YPK_0221	NA	NA	NA	NA	NA	0
YPK_0222	NA	NA	NA	NA	NA	0
YPK_0223	NA	NA	NA	NA	NA	0
YPK_0224	3.97173921385206	7.78862748636649	-0.971598220666507	3.81688827251443	0.440447641886491	-3.93860878829829
YPK_0225	13.58566541169	15.6101999487185	-0.200403787713978	2.02453453702845	0.200739408473221	-2.0344291016772
YPK_0226	5.92803634985032	8.19801476565253	-0.467720294384223	2.26997841580222	0.300259792166267	-2.31766353942646
YPK_0227	18.7424825918198	14.3007564547542	0.390220600144002	4.44172613706558	0.246402877697842	4.4588342863879
YPK_0228	2.12932159848624	4.26530093227077	-1.0022536711893	2.13597933378453	0.389488409272582	-2.35943216384092
YPK_0229	3.09750533055206	5.91309435163465	-0.932806532362147	2.81558902108259	0.403776978417266	-2.96608657366205
YPK_0230	4.56843266269412	2.06144152666417	1.14804575115654	2.50699113602995	0.429856115107914	2.75735627057537
YPK_0231	8.70818860825772	11.0572384287874	-0.344546554180804	2.34904982052964	0.222322142286171	-2.37418352014502
YPK_0232	2.82670639673027	2.6166209390057	0.111417100459505	0.210085457724573	0.164268585131894	0.237801744783647
YPK_0233	0.120621021268594	0.640906644049918	-2.4096328705306	0.520285622781324	0.258243405275779	-2.46516281409859
YPK_0234	0.120621021268594	0.640906644049918	-2.4096328705306	0.520285622781324	0.258243405275779	-2.46516281409859
YPK_0235	5.38172166189912	7.43084934680313	-0.465459342433904	2.04912768490402	0.294914068745004	-2.10132735871855
YPK_0236	NA	NA	NA	NA	NA	0
YPK_0237	4.59212078474898	4.0521421598163	0.180475800585987	0.539978624932679	0.177807753796962	0.569340346349475
YPK_0238	1.18704333707159	1.17050736454225	0.0202385948934257	0.016535972529335	4.99600319744205e-05	0.0261350169456827
YPK_0239	0.120621021268594	1.73027683744774	-3.84244962140783	1.60965581617914	0.420013988808953	-4.165982589932
YPK_0240	5.25351756787429	7.3735316729973	-0.489072063698837	2.12001410512301	0.299760191846523	-2.17569558748717
YPK_0241	5.33134290100826	10.3411176825838	-0.955821241232838	5.00977478157553	0.452238209432454	-5.1001409399449
YPK_0242	2.84031197431758	10.237548314955	-1.84974895416867	7.39723634063742	0.574390487609912	-7.62500338837269
YPK_0243	1.90287892072424	2.84698491720535	-0.581251083434611	0.944105996481114	0.307404076738609	-1.10868794283401
YPK_0244	1.26565383839038	2.5910422471565	-1.0336496633721	1.32538840876612	0.336580735411671	-1.68079923271069
YPK_0245	0.771451681189757	1.47127931874148	-0.931423461154252	0.699827637551721	0.272032374100719	-1.16503578754894
YPK_0246	0.428909228599672	0.87302981676017	-1.02535856937682	0.444120588160499	0.255045963229416	-1.1174091876401
YPK_0247	3.94654983340663	4.07175510689603	-0.0450588276853921	0.125205273489398	0.0762390087929656	-0.133066368635869
YPK_0248	8.82582657907841	7.98072560567234	0.145211477808282	0.845100973406069	0.185501598721023	0.857485876582904
YPK_0249	0.566963355622904	2.33930612736652	-2.04475327066814	1.77234277174362	0.382044364508393	-2.70595913466185
YPK_0250	NA	NA	NA	NA	NA	0
YPK_0251	0.897922005354867	0.640906644049918	0.486475910248242	0.257015361304949	0.212080335731415	0.550196062507329
YPK_0252	0.771451681189757	1.17050736454225	-0.601486308030493	0.399055683352493	0.253796962430056	-0.721824921406901
YPK_0253	NA	NA	NA	NA	NA	0
YPK_0254	1.76158976545072	5.12017675994321	-1.53931562392528	3.35858699449249	0.469624300559552	-3.69453639711867
YPK_0255	0.566963355622904	0.0857272317083878	2.72543003093268	0.481236123914516	0.257494004796163	2.76759047918401
YPK_0256	2.25752569251107	1.9932565590832	0.179614990366638	0.264269133427871	0.166966426858513	0.319530467478651
YPK_0257	0.120621021268594	1.14947200778995	-3.25241807321833	1.02885098652135	0.341177058353317	-3.4112692176759
YPK_0258	NA	NA	NA	NA	NA	0
YPK_0259	NA	NA	NA	NA	NA	0
YPK_0260	NA	NA	NA	NA	NA	0
YPK_0261	0.120621021268594	0.343429096267838	-1.50953091834573	0.222808074999243	0.241157074340528	-1.52588565486624
YPK_0262	7.08714267309708	8.56099459955875	-0.272574323248161	1.47385192646168	0.204736211031175	-1.49884497624971
YPK_0263	0.771451681189757	3.48735572548389	-2.17648582927529	2.71590404429413	0.452488009592326	-3.48040591639099
YPK_0264	4.22438895171347	4.83970564051717	-0.196176628977907	0.615316688803703	0.180805355715428	-0.645832716171524
YPK_0265	0.428909228599672	1.76934329508756	-2.04446972958817	1.34043406648789	0.341077138289369	-2.44471265424049
YPK_0266	0.566963355622904	2.33930612736652	-2.04475327066814	1.77234277174362	0.382044364508393	-2.70595913466185
YPK_0267	NA	NA	NA	NA	NA	0
YPK_0268	6.79170410994618	7.44257791808316	-0.132028813212872	0.650873808136983	0.180555555555556	-0.664129747592394
YPK_0269	3.79721349297352	9.11846904218226	-1.2638505067356	5.32125554920874	0.501948441247002	-5.46928502853533
YPK_0270	25.2291996950649	45.3574631940111	-0.846245511009515	20.1282634989462	0.476768585131894	-20.1460448462698
YPK_0271	6.31264863192481	5.41237645064928	0.221983264006415	0.900272181275524	0.189548361310951	0.927235983920777
YPK_0272	1.06289928268325	4.01348864974765	-1.91685191996893	2.9505893670644	0.457533972821743	-3.51856489156049
YPK_0273	0.566963355622904	0.880628000514472	-0.635277224151477	0.313664644891568	0.246302957633893	-0.708493232840342
YPK_0274	1.6333856714259	2.86988092759772	-0.81312540310474	1.23649525617182	0.324890087929656	-1.47989642871035
YPK_0275	20.4171821593229	16.8643126309544	0.275810251948632	3.55286952836857	0.221622701838529	3.56355906092348
YPK_0276	20.3521801411908	24.8029169303295	-0.285326452395781	4.45073678913868	0.227368105515588	-4.45987322136283
YPK_0277	124.016284780896	97.4139517813728	0.348329258392764	26.6023329995234	0.25259792166267	26.6046134023741
YPK_0278	368.290305458053	201.88572077514	0.867304547988925	166.404584682913	0.490757394084732	166.406844873255
YPK_0279	NA	NA	NA	NA	NA	0
YPK_0280	0.566963355622904	0.640906644049918	-0.176858732944662	0.073943288427014	0.140737410071942	-0.191694082647827
YPK_0281	2.20966586966475	2.82949351941477	-0.356715601341185	0.619827649750017	0.180805355715428	-0.715144975256649
YPK_0282	11.4190870511637	12.2618854967489	-0.102733524979271	0.842798445585194	0.17845723421263	-0.849036746575486
YPK_0283	16.672604619038	12.0843211536545	0.464343071052007	4.58828346538349	0.313599120703437	4.61171981438005
YPK_0284	47.5653182078292	19.3646868477087	1.29648185840832	28.2006313601205	0.578836930455635	28.2304175370928
YPK_0285	16.7418584345394	6.31763435967041	1.40600333654752	10.424224074869	0.556105115907274	10.5186164938865
YPK_0286	65.7237360024766	24.3372832840547	1.43324635897739	41.3864527184218	0.597272182254197	41.4112625228897
YPK_0287	19.2993634029751	11.0848259588731	0.79996714156711	8.21453744410196	0.448341326938449	8.25339765479286
YPK_0288	30.5463765883901	11.9579572347628	1.35303030117719	18.5884193536273	0.574790167865707	18.6375970839111
YPK_0289	65.6982840358051	19.6762132934491	1.7394030901772	46.022070742356	0.636241007194245	46.054929361845
YPK_0290	42.4798173716665	24.1119872248002	0.817027006082633	18.3678301468662	0.471173061550759	18.3859924244735
YPK_0291	11.1374894826686	3.40389822766117	1.71016426139756	7.73359125500741	0.573091526778577	7.92042268445874
