baseMean	log2FoldChange	lfcSE	pvalue	padj
YPK_0178	4.46305855958642	0.0386363479467256	0.300793056887835	0.632097290229877	NA
YPK_0179	0.274350038093393	0.0138866785202102	0.308795046624612	0.726437106153364	NA
YPK_0180	2.79631709611178	-0.0398470148212261	0.307331405561821	0.473669202863423	NA
YPK_0181	0.344438231710277	-0.0159046322986269	0.309033429080342	0.592276984855329	NA
YPK_0182	0.183857626207773	-0.0134591537091482	0.308779704873892	0.736015695917115	NA
YPK_0183	0	NA	NA	NA	NA
YPK_0184	0	NA	NA	NA	NA
YPK_0185	0	NA	NA	NA	NA
YPK_0186	0.722420577608482	-0.0192799732739429	0.308264744796574	0.514657680670273	NA
YPK_0187	0.274365665725977	0.0138868612310855	0.308795064546499	0.726423442147246	NA
YPK_0188	1.18808410095303	0.0233088910328868	0.307209958332206	0.578372572176884	NA
YPK_0189	4.13185753428071	0.00392891555079079	0.297890732289679	0.962070461553389	NA
YPK_0190	0.916650892867117	-0.011490166329721	0.307444237231771	0.714217501784111	NA
YPK_0191	0	NA	NA	NA	NA
YPK_0192	0	NA	NA	NA	NA
YPK_0193	0	NA	NA	NA	NA
YPK_0194	0.137182832862989	0.0107386374356372	0.308565986153806	0.893188864515301	NA
YPK_0195	0	NA	NA	NA	NA
YPK_0196	0	NA	NA	NA	NA
YPK_0197	0	NA	NA	NA	NA
YPK_0198	0	NA	NA	NA	NA
YPK_0199	0	NA	NA	NA	NA
YPK_0200	0	NA	NA	NA	NA
YPK_0201	0.569295831149364	0.0220003668849705	0.309410371016336	0.470836165454527	NA
YPK_0202	0.274365665725977	0.0138868612310855	0.308795064546499	0.726423442147246	NA
YPK_0203	0.183857626207773	-0.0134591537091482	0.308779704873892	0.736015695917115	NA
YPK_0204	0	NA	NA	NA	NA
YPK_0205	0	NA	NA	NA	NA
YPK_0206	0	NA	NA	NA	NA
YPK_0207	0	NA	NA	NA	NA
YPK_0208	0	NA	NA	NA	NA
YPK_0209	0	NA	NA	NA	NA
YPK_0210	0	NA	NA	NA	NA
YPK_0211	0	NA	NA	NA	NA
YPK_0212	0	NA	NA	NA	NA
YPK_0213	0	NA	NA	NA	NA
YPK_0214	0	NA	NA	NA	NA
YPK_0215	0	NA	NA	NA	NA
YPK_0216	0.50217040790463	0.00345114505890958	0.307724194300279	0.882833462678117	NA
YPK_0217	0	NA	NA	NA	NA
YPK_0218	1.05656140310401	-0.0210592098756211	0.307743635655738	0.557847774251147	NA
YPK_0219	3.71572364445934	-0.0463895399836007	0.30837447914899	0.420938814441953	NA
YPK_0220	0	NA	NA	NA	NA
YPK_0221	0	NA	NA	NA	NA
YPK_0222	0	NA	NA	NA	NA
YPK_0223	0	NA	NA	NA	NA
YPK_0224	5.81081614623883	0.0743576153383516	0.309213627754426	0.375565795164877	NA
YPK_0225	14.0459809750389	0.0505672121657323	0.284261253216398	0.675289057869513	0.861066124283859
YPK_0226	6.82420945869109	0.051598237911366	0.299031236186913	0.578972693360456	NA
YPK_0227	15.7361132566351	-0.0639468572260151	0.281305120871401	0.615246920183228	0.839163316304335
YPK_0228	3.06489360066028	0.0523361936760108	0.308088187797613	0.420392258831769	NA
YPK_0229	4.35188043565618	0.0498929092271477	0.306654015961432	0.466943676576942	NA
YPK_0230	3.16672783895655	-0.0451764827018134	0.307885479471522	0.439918077421282	NA
YPK_0231	9.48586330330784	0.0441078831976302	0.295015325332765	0.655282799010338	NA
YPK_0232	2.63290822559137	-0.00407726059002817	0.304459364849646	0.933842177864344	NA
YPK_0233	0.294930165423387	0.0141171710782007	0.308818003256579	0.709078261773373	NA
YPK_0234	0.294930165423387	0.0141171710782007	0.308818003256579	0.709078261773373	NA
YPK_0235	6.22325706867785	0.0503609183313856	0.298251147723897	0.592970173142163	NA
YPK_0236	0	NA	NA	NA	NA
YPK_0237	4.13933088431569	-0.00302681991373662	0.300735697396619	0.96203485808418	NA
YPK_0238	1.12086870977268	0.000581766612193745	0.306303398763784	0.988370131702982	NA
YPK_0239	0.823096997177931	0.0253620909942225	0.309825988267489	0.360060947915131	NA
YPK_0240	6.17934120797213	0.0467693975623214	0.298812874976312	0.606826696142579	NA
YPK_0241	7.65405074775952	0.112469180604697	0.31853626166581	0.267493517535122	NA
YPK_0242	6.44236410475438	0.156200990814103	0.353364601138039	0.0887496614437551	NA
YPK_0243	2.26791377926651	0.0182473198321888	0.304882588901994	0.731145296834772	NA
YPK_0244	1.80954629394964	0.027115756436107	0.306826326425563	0.566893318579727	NA
YPK_0245	1.05089345427375	0.0145779958787537	0.307026829756737	0.693969231832118	NA
YPK_0246	0.583759800627812	0.0104819829740225	0.307685869593731	0.743818554748934	NA
YPK_0247	3.923260560029	0.000766651035305747	0.301392724361499	0.993106903131117	NA
YPK_0248	7.97148367072588	-0.00338603440368354	0.291328466953539	0.969665975064849	NA
YPK_0249	1.36639640447738	0.0378035570254096	0.310121481399195	0.288210862464859	NA
YPK_0250	0	NA	NA	NA	NA
YPK_0251	0.686028034112403	-0.00422837400016647	0.307186675255826	0.892474007764925	NA
YPK_0252	0.913734062859642	0.00908943962311181	0.306888789447577	0.796703124510033	NA
YPK_0253	0	NA	NA	NA	NA
YPK_0254	3.27197309044631	0.0763213044637215	0.315778688191529	0.236474631140351	NA
YPK_0255	0.207240242481243	-0.0137809997476963	0.30880951179247	0.736015695917115	NA
YPK_0256	1.9599980597489	-6.60742163468421e-05	0.30463918970951	0.997398908076964	NA
YPK_0257	0.569288017333072	0.0256610121422778	0.309681703989246	0.434122440942732	NA
YPK_0258	0	NA	NA	NA	NA
YPK_0259	0	NA	NA	NA	NA
YPK_0260	0	NA	NA	NA	NA
YPK_0261	0.137175019046696	0.0107384590899643	0.30856597556082	0.893188864515301	NA
YPK_0262	7.40554320142998	0.035503643274218	0.297376405064299	0.690263759927927	NA
YPK_0263	2.03169871493062	0.0490805525502353	0.311506779183556	0.274515376067242	NA
YPK_0264	4.29499912485819	0.0181771735588383	0.300254196846785	0.804679725574454	NA
YPK_0265	1.03642948479531	0.028442892320867	0.308921940254466	0.416237693816379	NA
YPK_0266	1.36639640447738	0.0378035570254096	0.310121481399195	0.288210862464859	NA
YPK_0267	0	NA	NA	NA	NA
YPK_0268	6.86545232788337	0.0217805612605936	0.292691561365053	0.821968778528757	NA
YPK_0269	6.20862547522097	0.130393528281387	0.332887554591585	0.164720253440706	NA
YPK_0270	33.9164268956175	0.323376274618869	0.427016268599694	0.0758635638471662	0.32711063551305
YPK_0271	5.51223110140032	-0.00917553119232158	0.295504938649784	0.913058974547055	NA
YPK_0272	2.39670238887139	0.0709906528957184	0.316380463102086	0.184373166959395	NA
YPK_0273	0.618773113437624	0.00939491672168632	0.307555680452389	0.73867418087821	NA
YPK_0274	2.18203707134539	0.0308795733292636	0.305778158373998	0.580994714688581	NA
YPK_0275	17.7541348303691	-0.0416051694636	0.276154091637237	0.743170006542625	0.897624013926483
YPK_0276	21.7125157741034	0.0974259398599896	0.279200711471053	0.492016603732207	0.777506483568833
YPK_0277	105.760420117378	-0.150224238210043	0.232631827693502	0.354626950635791	0.689753949348821
YPK_0278	272.117629065583	-0.716395299369742	0.210107033159635	8.76243743777721e-05	0.0031943067386806
YPK_0279	0	NA	NA	NA	NA
YPK_0280	0.50217040790463	0.00345114505890958	0.307724194300279	0.882833462678117	NA
YPK_0281	2.35853615984872	0.0199732888780897	0.304006802594097	0.731137027825658	NA
YPK_0282	11.249975646854	0.0350458123834988	0.287530302525829	0.751624901926868	NA
YPK_0283	13.6945179903467	-0.0666659600245805	0.288738978791679	0.574088055862493	0.819250214949679
YPK_0284	31.9796972218449	-0.844046617224055	0.547146550001695	0.00718467908272482	0.0778663868154772
YPK_0285	11.0666692508632	-0.234891755635548	0.404746612122264	0.0729637786180672	NA
YPK_0286	42.4854355896024	-1.09217989407311	0.446436369189165	0.000854323683927955	0.0156540114411521
YPK_0287	14.4453508397246	-0.152007373836197	0.319507930242306	0.251652383202189	0.604267099784897
YPK_0288	20.3083190989383	-0.570793250393669	0.705324511589374	0.0232520516508137	0.175925900225967
YPK_0289	40.5302280546876	-1.45791588688825	0.446603123096823	5.92909875877964e-05	0.00237756860227063
YPK_0290	31.8575017791192	-0.276431236611074	0.361975424524831	0.116332764917701	0.392012090184857
YPK_0291	6.78468596510378	-0.168363967244818	0.358723884472294	0.0921530130978291	NA
YPK_0292	4.79868561428246	0.0109547932538875	0.297283153763699	0.894566611962025	NA
YPK_0293	14.7010781588921	-0.123962898166476	0.302790974655159	0.345281584083139	0.678715270673228
YPK_0294	14.0333945932883	-0.345426847303205	0.538488723627592	0.0382557313543869	0.225596298133958
YPK_0295	63.0609501885095	-0.382725660120697	0.361092350705382	0.0608309994449144	0.287462595116294
YPK_0296	4.58273103400581	-0.0173102543110327	0.297538276343813	0.829689921457915	NA
YPK_0297	14.5680393795235	-0.150197400354526	0.319181267805226	0.253667039728627	0.605479065066544
YPK_0298	15.7657761595401	-0.994364025963265	0.872334555646524	0.00835141374178044	0.086966481676586
YPK_0299	6.97018281006505	-0.14763242794733	0.340854117292871	0.144825889345732	NA
YPK_0300	15.368560198442	-0.128434044093523	0.309778181957794	0.310566258024378	0.662431220573274
YPK_0301	7.05331715551276	-0.106363025177481	0.316691332838894	0.278491190643505	NA
YPK_0302	22.84739378757	-0.386366511026375	0.47006019976467	0.0546552631912749	0.287462595116294
YPK_0303	51.8552840699413	-0.484788415338206	0.393403689988923	0.031740154464249	0.202028602224823
YPK_0304	2.95259429837079	-0.00473787942320094	0.301051889202607	0.941535795943887	NA
YPK_0305	46.5735826401873	-0.0640821878533891	0.24353745169926	0.674009638992618	0.861066124283859
YPK_0306	27.6411324332701	-0.08587965418209	0.26788872542831	0.554674901384026	0.811757473912372
YPK_0307	55.2252187316922	-0.146234509113265	0.264402009485566	0.360825286495225	0.69562951867589
YPK_0308	56.653107596109	-0.481186975914422	0.371832395302913	0.03062203518548	0.202028602224823
YPK_0309	28.3182133482679	-0.292024332220999	0.380647204410767	0.101257435362465	0.372646499332744
YPK_0310	1.24787488835517	0.00634304161180065	0.305872676912951	0.880950770846037	NA
YPK_0311	0.861065266543602	-0.0131035898986148	0.307317152779157	0.696648853318296	NA
YPK_0312	0.467149281278526	0.00447807373898495	0.307808627175378	0.885843353756108	NA
YPK_0313	2.59176500151001	-0.0169755001472225	0.303320287723888	0.774849650214027	NA
YPK_0314	4.6309127042008	0.115219939802553	0.328731834045867	0.160143037900456	NA
YPK_0315	6.2160344513666	0.17876290088087	0.370361070531514	0.0663853744591547	NA
YPK_0316	14.2227757940976	0.0943114056222749	0.29349993961362	0.456058491550675	0.777506483568833
YPK_0317	1.75734867683723	0.0401690874242874	0.309758120216729	0.352380178864883	NA
YPK_0318	2.3006719968521	0.0581278460818536	0.313168419772544	0.232138652383044	NA
YPK_0319	2.7298061258672	0.0907481103876942	0.32731447600428	0.0192953585426118	NA
YPK_0320	1.45407069978694	0.050627656949688	0.313964317351878	0.12029716769015	NA
YPK_0321	6.76764684739144	-0.0393209933833836	0.295536647105671	0.675861540029902	NA
YPK_0322	2.18632438654333	0.0155364314431008	0.30374299131659	0.787847650436864	NA
YPK_0323	0.849313346806474	-0.0145100948930259	0.307151689059877	0.685732712924001	NA
YPK_0326	3.9554259147972	0.0407201419058025	0.302913996464683	0.585322266479187	NA
YPK_0327	1.32525177744998	0.0442285864407703	0.310875959451603	0.260495962868466	NA
YPK_0328	1.9001760170816	0.0140682998348625	0.305143759513884	0.776191294589841	NA
YPK_0329	1.15915616199614	0.0417690039946594	0.312113336225162	0.185896371877874	NA
YPK_0330	0	NA	NA	NA	NA
YPK_0332	39.1013549652756	-0.0853413896758512	0.257008790327278	0.570658834784854	0.819239913586945
YPK_0333	3.98871837667479	0.113129472611522	0.331041430059934	0.117531923476428	NA
YPK_0334	11.1252515496345	-0.0187856301096398	0.287351190275479	0.857797708902292	NA
YPK_0335	25.9737003360797	-0.122685242844663	0.281546812041446	0.405603239260423	0.720360350754207
YPK_0336	41.7559060741112	-1.14290065468231	0.43719942014592	0.000527792094971983	0.012389038471689
YPK_0337	55.379461431013	-1.06010924005567	0.393228016982737	0.000458815756306825	0.0122656745519358
YPK_0338	39.4546042991402	-0.496578595904435	0.421726846366693	0.0313411371601217	0.202028602224823
YPK_0339	0.720934819674508	0.0163342352153594	0.307893874978955	0.619025551828432	NA
YPK_0340	91.1464429041432	-0.352716186768088	0.269446309787307	0.0598768585977619	0.287462595116294
YPK_0341	81.2818091960037	-1.30074196610434	0.332606154922166	5.90698626373666e-06	0.0002960876864698
YPK_0342	0.294930165423387	0.0141171710782007	0.308818003256579	0.709078261773373	NA
YPK_0343	0.274365665725977	0.0138868612310855	0.308795064546499	0.726423442147246	NA
YPK_0344	0	NA	NA	NA	NA
YPK_0345	0	NA	NA	NA	NA
YPK_0346	0	NA	NA	NA	NA
YPK_0347	1.14425132604615	-0.000143809671660056	0.305907765886325	0.996776269697382	NA
YPK_0348	1.46807864642781	-0.00357500722125199	0.305381831653498	0.935569294568254	NA
YPK_0349	1.47839215154168	-0.00321277588031746	0.305366922791746	0.942022592225998	NA
YPK_0350	0.769185810155423	-0.0177451633057744	0.308331408403308	0.518487921065017	NA
YPK_0351	5.46107931828343	-0.0643022427719961	0.306132794898092	0.434508850969819	NA
YPK_0352	0.354705325192937	-0.00262069549270844	0.307934895431311	0.91920831850728	NA
YPK_0353	5.00446446110454	-0.0270098308947726	0.300469145778453	0.717276947629727	NA
YPK_0354	39.20223104754	0.0863295536726124	0.256514155365673	0.570422884457511	0.819239913586945
YPK_0355	4.26203365965468	0.0509622784326606	0.305008287973	0.49686284198425	NA
YPK_0356	3.03864597282009	-0.081728177923591	0.319323113247889	0.165788309619895	NA
YPK_0357	2.82228226469652	-0.0221935890758759	0.304509516621497	0.69296811485814	NA
YPK_0358	1.82147365148149	-0.0326333730983481	0.30699441620072	0.521263725357488	NA
YPK_0362	0	NA	NA	NA	NA
YPK_0363	1.55876212374073	-0.0451360524344996	0.310653581829805	0.30266592623015	NA
