baseMean	log2FoldChange	lfcSE	pvalue	padj
YPK_1235	1.05374328652795	-0.0191769105265614	0.307577094902139	0.589993656437606	NA
YPK_1236	0	NA	NA	NA	NA
YPK_1237	0	NA	NA	NA	NA
YPK_1238	0	NA	NA	NA	NA
YPK_1239	0.294930165423387	0.0141171710782007	0.308818003256579	0.709078261773373	NA
YPK_1240	0	NA	NA	NA	NA
YPK_1241	0.274350038093393	0.0138866785202102	0.308795046624612	0.726437106153364	NA
YPK_1242	0	NA	NA	NA	NA
YPK_1243	0	NA	NA	NA	NA
YPK_1244	0	NA	NA	NA	NA
YPK_1245	0	NA	NA	NA	NA
YPK_1246	0.411525057140089	0.0154257546849339	0.308958132288194	0.617261106246634	NA
YPK_1247	0.629070990918914	0.00975450943761236	0.307562434915718	0.73001024063977	NA
YPK_1248	0.776520445998023	0.0159736542319278	0.307763480197617	0.599132482978026	NA
YPK_1249	1.01882775547005	-0.018098466579999	0.307502848633381	0.60921503434667	NA
YPK_1250	2.58909889213337	-0.0320164277281055	0.304290724997496	0.612963266652508	NA
YPK_1251	0.986496179669462	-0.00744238494270581	0.306390953154375	0.847305608216812	NA
YPK_1252	1.55579201081883	0.02003034353739	0.30574603381141	0.681193455811671	NA
YPK_1253	4.85686160673354	0.0298996463228533	0.299460944151678	0.710152204179455	NA
YPK_1254	0	NA	NA	NA	NA
YPK_1255	0	NA	NA	NA	NA
YPK_1256	0	NA	NA	NA	NA
YPK_1257	1.85069092097704	0.0290912158625008	0.306962877245012	0.545508469183253	NA
YPK_1258	8.11789417394627	0.0947456387359146	0.310063969463521	0.348191615778041	NA
YPK_1259	2.35858210021339	-0.00478568774236448	0.304105559828105	0.925918155016256	NA
YPK_1260	0	NA	NA	NA	NA
YPK_1261	8.26363337485505	-0.0262672553289993	0.290962309727887	0.792158136318588	NA
YPK_1262	1.66675849405327	0.0569139828809593	0.315522826231867	0.0882251551034002	NA
YPK_1263	2.55029097198438	0.0795775747412883	0.319433096058703	0.147327051130753	NA
YPK_1264	3.18752056036899	-0.0639653562827097	0.311649279950868	0.314350056610688	NA
YPK_1265	59.755137418516	-0.0653938719767263	0.239848750877308	0.67019935002769	0.861066124283859
YPK_1266	0.629055363286329	0.00975395896878713	0.307562423911333	0.73002343182443	NA
YPK_1267	0	NA	NA	NA	NA
YPK_1268	204.361264730754	-0.165961885171627	0.195691524935604	0.281208841416469	0.631441031077443
YPK_1269	7.9072379212009	-0.100851758820285	0.311899839694343	0.323030402270115	NA
YPK_1270	5.74025677341831	0.0758168778934022	0.306975373492378	0.403765634393468	NA
YPK_1271	0.96039369983838	0.00860024379901995	0.306514787585459	0.820343744468569	NA
YPK_1272	0.722420577608482	-0.0192799732739429	0.308264744796574	0.514657680670273	NA
YPK_1273	1.41291044512695	0.0508251461647021	0.313983812831461	0.122713638433081	NA
YPK_1274	6.34864890062934	-0.0794797060591742	0.308879985072129	0.372290283197236	NA
YPK_1275	4.84107168948326	0.0218009477167044	0.297364568333797	0.796050004961423	NA
YPK_1276	18.2512839172954	0.0145392667516508	0.271071148916978	0.91317806615285	0.976491745406114
YPK_1277	9.30682800050392	-0.295527927641344	0.50552879410751	0.0268642876727344	NA
YPK_1278	2.45923648128001	0.0343079816703451	0.306909560069986	0.517323784894222	NA
YPK_1279	4.37251239351983	0.0455254301861802	0.302175314576609	0.570717033401826	NA
YPK_1280	5.31833557368558	-0.104032653410139	0.321163967987652	0.224259879122175	NA
YPK_1281	2.16294177026986	0.0177836195861873	0.303432672355366	0.767396692657253	NA
YPK_1282	0.919370756424728	-0.0282656647363559	0.309138724189258	0.380665680900278	NA
YPK_1283	0	NA	NA	NA	NA
YPK_1284	5.41786739639338	0.0568623140637875	0.304025867200218	0.493709915073941	NA
YPK_1285	1.72211490545462	-0.0261865825917238	0.306683800906662	0.579211664455302	NA
YPK_1286	0.414480484962487	-0.0163393953347946	0.309090738272438	0.551181012248111	NA
YPK_1287	0	NA	NA	NA	NA
YPK_1288	0.481590280574636	0.00278287401518802	0.307736723252476	0.903348956156639	NA
YPK_1289	16.0519460697499	-0.156071473365884	0.321785540606145	0.241126464161123	0.589583610540306
YPK_1290	9.61520569455573	-0.0230686607344047	0.290163697683995	0.821675427258065	NA
YPK_1291	2.80363564390883	0.0289575142642302	0.302882349791837	0.668672807626327	NA
YPK_1292	5.49786729773406	-0.0318505182419395	0.298096033574876	0.705524158803098	NA
YPK_1293	8.22734689819372	-0.000154569247885263	0.288671572270371	0.996611877662566	NA
YPK_1294	19.0118170421268	0.2586327067105	0.38176793342445	0.112512338971435	0.388943516616771
YPK_1295	9.84017908743959	-0.0194067368682721	0.290219030010893	0.84530010288247	NA
YPK_1296	10.4689621737124	0.0644825057420755	0.293859153112503	0.560567623379445	NA
YPK_1297	13.079788814026	-0.0686636905910005	0.290647296007949	0.556691534478559	0.811757473912372
YPK_1298	0.574955494896789	-0.0233871478172022	0.309640933052763	0.399428048157859	NA
YPK_1299	0.274350038093393	0.0138866785202102	0.308795046624612	0.726437106153364	NA
YPK_1300	0	NA	NA	NA	NA
YPK_1301	5.67736042396761	0.0451716071624988	0.300339423838227	0.597408899425377	NA
YPK_1302	9.03731274494825	0.0502521844846589	0.291996029957555	0.640187088580873	NA
YPK_1303	4.53027582497935	0.0557688710601682	0.306499209614076	0.451457653221113	NA
YPK_1304	0	NA	NA	NA	NA
YPK_1305	0	NA	NA	NA	NA
YPK_1306	0	NA	NA	NA	NA
YPK_1307	0	NA	NA	NA	NA
YPK_1308	0	NA	NA	NA	NA
YPK_1309	0	NA	NA	NA	NA
YPK_1310	0	NA	NA	NA	NA
YPK_1311	0	NA	NA	NA	NA
YPK_1312	0	NA	NA	NA	NA
YPK_1315	1.4418852669816	0.0289245208630304	0.308174316721485	0.475634027156978	NA
YPK_1316	0	NA	NA	NA	NA
YPK_1317	0	NA	NA	NA	NA
YPK_1320	0	NA	NA	NA	NA
YPK_1321	0	NA	NA	NA	NA
YPK_1322	5.69822017086091	-0.0427164956220003	0.301352617825349	0.595167030783209	NA
YPK_1323	1.76009245311026	0.0457263927086795	0.310243609330685	0.333397007768578	NA
YPK_1324	0.963226501513948	-0.0150750638258264	0.307640179731553	0.639818032627102	NA
YPK_1325	14.565576731941	0.142508208367104	0.31340209631325	0.283439864324039	0.631441031077443
YPK_1326	3.08066694774491	0.0307003040198006	0.304750327270744	0.61387915666971	NA
YPK_1327	0.421830748437671	0.0165003821329837	0.309006193247764	0.599217768493874	NA
YPK_1328	0.491903314421971	-0.00822829012635412	0.307941465125513	0.743761739805486	NA
YPK_1329	1.8914103091655	-0.0361401678208633	0.307355622864173	0.487237642256504	NA
YPK_1330	0	NA	NA	NA	NA
YPK_1331	0	NA	NA	NA	NA
YPK_1332	0.274350038093393	0.0138866785202102	0.308795046624612	0.726437106153364	NA
YPK_1333	2.56851876480337	-0.0285702339600175	0.304749289267177	0.628628074611008	NA
YPK_1334	0	NA	NA	NA	NA
YPK_1335	0.688876463420555	-0.0230375781776208	0.309680459836299	0.364895156211174	NA
YPK_1336	0.344438231710277	-0.0159046322986269	0.309033429080342	0.592276984855329	NA
YPK_1337	0	NA	NA	NA	NA
YPK_1338	0.849321160622766	-0.012744843983661	0.3073042568188	0.703997337069087	NA
YPK_1339	0.147465082711694	0.0109649977741301	0.308579736913812	0.893188864515301	NA
YPK_1340	0.274350038093393	0.0138866785202102	0.308795046624612	0.726437106153364	NA
YPK_1341	3.09124585858912	-0.0232913716389002	0.302998356318392	0.714269281898195	NA
YPK_1342	0.712153484125823	-0.0288760469782184	0.310248179623708	0.305413279272091	NA
YPK_1343	14.4630844505402	-0.16522435288139	0.331303809309394	0.206818755570132	0.540819886095498
YPK_1344	7.17173995820356	-0.0444228038529143	0.295706628316327	0.643664814098186	NA
YPK_1345	0.574955494896789	-0.0233871478172022	0.309640933052763	0.399428048157859	NA
YPK_1346	0	NA	NA	NA	NA
YPK_1347	0.574955494896789	-0.0233871478172022	0.309640933052763	0.399428048157859	NA
YPK_1348	0	NA	NA	NA	NA
YPK_1349	3.44196789507585	0.103963502569778	0.328133167027805	0.111969336728016	NA
YPK_1350	1.50897209241141	0.0542886857536899	0.314809575795674	0.104742854779271	NA
YPK_1351	4.21653827521949	0.0943217069528708	0.319481321683522	0.224013841471354	NA
YPK_1352	1.48868955775643	-0.0178583156441248	0.305562720158106	0.712263983927746	NA
YPK_1353	2.48837700346578	-0.0410323601154356	0.30802956203522	0.441607800830901	NA
YPK_1354	2.79332261006149	0.0372860461859687	0.305591461531604	0.545539342000374	NA
YPK_1355	2.45650786137303	0.0293365037593695	0.304961264434981	0.619344426137462	NA
YPK_1356	9.32000371253176	0.00958837810320664	0.288412811447633	0.928283835932026	NA
YPK_1357	0.207240242481243	-0.0137809997476963	0.30880951179247	0.736015695917115	NA
YPK_1358	0.274350038093393	0.0138866785202102	0.308795046624612	0.726437106153364	NA
YPK_1359	0.274365665725977	0.0138868612310855	0.308795064546499	0.726423442147246	NA
YPK_1360	5.51396858402584	0.0770811733550717	0.309515285155246	0.367299712090886	NA
YPK_1361	2.33217514557051	0.075876693707275	0.317765787817751	0.173053167934136	NA
YPK_1362	11.3443462738182	0.0277405365666153	0.283928694125831	0.810661336546812	NA
YPK_1363	9.04307753299734	-0.0125041462400624	0.28738421039132	0.903639028924433	NA
YPK_1364	5.9636745552881	0.12800612611354	0.332216545389056	0.165929809989075	NA
YPK_1365	0.137182832862989	0.0107386374356372	0.308565986153806	0.893188864515301	NA
YPK_1366	1.59229014988311	0.00387504886763938	0.304670223514742	0.938189800815986	NA
YPK_1367	0.558990139851782	0.0214351091939596	0.309366553059772	0.480543788933901	NA
YPK_1368	2.1745724668062	0.0177041348753787	0.30327650725201	0.770831074448331	NA
YPK_1369	0.344423075344232	-0.00303770238075131	0.307944545722427	0.91920831850728	NA
YPK_1370	0.391097868689016	-0.0163921369209139	0.309080966430759	0.561759206338948	NA
YPK_1371	0.481590280574636	0.00278287401518802	0.307736723252476	0.903348956156639	NA
YPK_1372	0.755955946300613	0.0152781732573258	0.307728004851146	0.613232546449516	NA
YPK_1373	1.90586693609419	-0.0338252445080245	0.307541945819242	0.489349810929823	NA
YPK_1374	0.823081369545347	0.031007110518057	0.310400190200646	0.311373108673513	NA
YPK_1375	0.414480484962487	-0.0163393953347946	0.309090738272438	0.551181012248111	NA
YPK_1376	1.31038599972788	-0.0480941982392608	0.313581862485711	0.110360510950399	NA
YPK_1377	0.207240242481243	-0.0137809997476963	0.30880951179247	0.736015695917115	NA
YPK_1378	7.40790125750491	-0.111162078121805	0.317464856690951	0.273163995491451	NA
YPK_1379	0.294930165423387	0.0141171710782007	0.308818003256579	0.709078261773373	NA
YPK_1380	0.274350038093393	0.0138866785202102	0.308795046624612	0.726437106153364	NA
YPK_1381	0	NA	NA	NA	NA
YPK_1382	1.57366695969072	0.00552445306016245	0.306235088146341	0.889917218533044	NA
YPK_1383	0	NA	NA	NA	NA
YPK_1384	0.207240242481243	-0.0137809997476963	0.30880951179247	0.736015695917115	NA
YPK_1385	1.16753522888821	0.0158523129441399	0.307424906214308	0.647497926835329	NA
YPK_1386	0	NA	NA	NA	NA
YPK_1387	3.57828509389489	-0.00848751385333376	0.302673037813127	0.885877193832883	NA
YPK_1388	0.344438231710277	-0.0159046322986269	0.309033429080342	0.592276984855329	NA
YPK_1389	0.467149281278526	0.00447807373898495	0.307808627175378	0.885843353756108	NA
YPK_1390	3.05010263450776	-0.0340120344669151	0.304672290790466	0.588417034245287	NA
YPK_1391	28.2670003382488	0.0859445667196391	0.280124085738082	0.531625234571852	0.797690110485595
YPK_1392	0.639353240767619	0.0101121738845134	0.307569888679621	0.721466857308633	NA
YPK_1393	2.98883297130844	0.0298356653879769	0.305372759260808	0.604377103623959	NA
YPK_1394	0.823050114280178	0.0253608916917369	0.309825859627471	0.360082824788047	NA
YPK_1395	0	NA	NA	NA	NA
YPK_1396	0	NA	NA	NA	NA
YPK_1397	4.31121332632145	-0.0693430787138596	0.309804693550463	0.364211923525694	NA
YPK_1398	3.81193042889934	0.0409794294315486	0.303236296359801	0.579657433542062	NA
YPK_1399	23.1529743620894	0.0970794613806821	0.28247220983017	0.484649107758463	0.777506483568833
YPK_1400	4.51328945738728	-0.00654663365559844	0.299804973530429	0.925157852907843	NA
YPK_1401	1.33137527785128	0.0388392776090463	0.310412373827382	0.292007091790199	NA
YPK_1402	0	NA	NA	NA	NA
YPK_1403	0	NA	NA	NA	NA
YPK_1404	1.14423569841357	-0.000144384919707015	0.30590778240744	0.996765063469091	NA
YPK_1405	0.823065741912762	0.0310066281463035	0.310400126910794	0.311380237802098	NA
YPK_1406	0.618773113437624	0.00939491672168632	0.307555680452389	0.73867418087821	NA
YPK_1407	0.344438231710277	-0.0159046322986269	0.309033429080342	0.592276984855329	NA
YPK_1408	0.913734062859642	0.00908943962311181	0.306888789447577	0.796703124510033	NA
YPK_1409	0.147465082711694	0.0109649977741301	0.308579736913812	0.893188864515301	NA
YPK_1410	0.934275592374714	0.0216948456587136	0.308170816232664	0.493911757794479	NA
YPK_1411	0	NA	NA	NA	NA
YPK_1412	1.21702078540573	-0.0268253217908647	0.308318504248436	0.469285837144049	NA
YPK_1413	0.569295831149364	0.0220003668849705	0.309410371016336	0.470836165454527	NA
YPK_1414	1.06116054775641	0.0272700574269719	0.308662770508132	0.414448636962334	NA
YPK_1415	1.7294651689298	0.0105550698018437	0.304542680745639	0.838678307921677	NA
YPK_1416	9.23817968598396	-0.0873962579486857	0.302338722651753	0.421593319016702	NA
YPK_1417	0	NA	NA	NA	NA
YPK_1418	0.344438231710277	-0.0159046322986269	0.309033429080342	0.592276984855329	NA
YPK_1419	0	NA	NA	NA	NA
YPK_1420	0.823065741912762	0.0310066281463035	0.310400126910794	0.311380237802098	NA
YPK_1421	1.00988613849269	-0.0223093568430965	0.307600195341647	0.558798486975477	NA
YPK_1422	1.39805249207472	0.00932189582836056	0.306237157849796	0.81830884251627	NA
YPK_1423	1.24640521846674	0.00817890392729433	0.305442447527393	0.857938150665389	NA
YPK_1424	19.7059210483191	0.0709932113208514	0.275485873486626	0.604065225547621	0.832406032455656
YPK_1425	12.0889451758145	0.0411989092159379	0.289116059544768	0.706898526223726	0.883072613756119
YPK_1426	138.564510866803	-0.0674304437046099	0.223292353356282	0.66277128901573	0.860101252088375
YPK_1427	228.945202517033	0.0588240569307406	0.19818065929698	0.701016859320192	0.878461751835616
YPK_1428	76.2425356858721	0.887079694056403	0.436404246571773	0.00291066884870287	0.0416849360117804
YPK_1429	58.1650359914146	0.196526673185417	0.276417599672046	0.245074916667106	0.592018322792227
YPK_1430	3.9639422929356	-0.0288973297831629	0.299922477713194	0.708740694851148	NA
YPK_1431	20.6816149693879	0.081959821868882	0.281802463950931	0.541441615193385	0.804141065527953
YPK_1432	6.71699611874378	0.105274330593612	0.323444608861081	0.198867647559201	NA
YPK_1433	0.274365665725977	0.0138868612310855	0.308795064546499	0.726423442147246	NA
YPK_1434	0	NA	NA	NA	NA
YPK_1435	0.274365665725977	0.0138868612310855	0.308795064546499	0.726423442147246	NA
YPK_1437	9.72133408193461	0.244848478244169	0.428862325876415	0.0473157411072331	NA
YPK_1438	4.14771683334455	-0.0115681475482303	0.299108456314625	0.875733156501062	NA
YPK_1439	1.6407772265694	0.035804705993368	0.30907202312113	0.395449298361258	NA
YPK_1440	0.56928020351678	0.0219998537341922	0.309410326702011	0.470847141166452	NA
YPK_1441	6.63576991474218	0.148145515709099	0.348199059704767	0.0953132483435689	NA
YPK_1442	0.207240242481243	-0.0137809997476963	0.30880951179247	0.736015695917115	NA
YPK_1443	0	NA	NA	NA	NA
YPK_1444	8.57527619411087	-0.0773305469885509	0.302600741137124	0.444696780904043	NA
YPK_1445	5.10527631770774	-0.0157009092945717	0.296282771005337	0.851515162831148	NA
YPK_1446	2.67956052002036	0.0051371229496764	0.30169751541511	0.93812720928481	NA
YPK_1447	1.72486648469037	-0.0639018488610527	0.317656928795376	0.0516784048056734	NA
YPK_1448	0	NA	NA	NA	NA
YPK_1449	0	NA	NA	NA	NA
YPK_1450	0	NA	NA	NA	NA
YPK_1451	0.391097868689016	-0.0163921369209139	0.309080966430759	0.561759206338948	NA
YPK_1452	0.137182832862989	0.0107386374356372	0.308565986153806	0.893188864515301	NA
YPK_1453	0.755963288850366	0.00225734036952982	0.307222138365105	0.939792677181408	NA
YPK_1454	0.309394134901835	-0.00198607498935337	0.307923315470405	0.91920831850728	NA
YPK_1455	0.93982920014097	0.00661507654267253	0.30682491133463	0.84908995579582	NA
YPK_1456	3.62405871789382	0.0439279115279012	0.305924957137425	0.507080261751285	NA
YPK_1457	0	NA	NA	NA	NA
YPK_1458	0	NA	NA	NA	NA
YPK_1459	0.642065290508938	-0.00363344488317754	0.307447111015088	0.899509187125763	NA
YPK_1460	0.548731331451954	0.0176152954611428	0.309136437678166	0.528133619863828	NA
YPK_1461	1.19375939233304	-0.0310026859918029	0.308458654850815	0.443905429125873	NA
YPK_1462	2.28849343532997	0.00808575203500655	0.303997879551	0.882831799958759	NA
YPK_1463	1.10036339401226	0.0113086031696529	0.306794470148315	0.758633756275275	NA
YPK_1464	2.90725966663081	-0.00340648054115428	0.302028021884749	0.954687087500034	NA
YPK_1465	0	NA	NA	NA	NA
YPK_1466	0.859595596655179	-0.0140751423796188	0.307104603503031	0.695022357243714	NA
YPK_1467	0.685914164314943	0.0215797296294483	0.309451608578472	0.435341010548797	NA
YPK_1468	0.456859217613529	0.00483822261448943	0.307661989787917	0.887176148214188	NA
YPK_1469	0.548731331451954	0.0176152954611428	0.309136437678166	0.528133619863828	NA
YPK_1470	0.344438231710277	-0.0159046322986269	0.309033429080342	0.592276984855329	NA
YPK_1471	0	NA	NA	NA	NA
YPK_1472	0	NA	NA	NA	NA
YPK_1473	0.48160590820722	0.00278338832665092	0.307736712479741	0.903333010410496	NA
YPK_1474	0	NA	NA	NA	NA
YPK_1475	0	NA	NA	NA	NA
YPK_1476	0	NA	NA	NA	NA
YPK_1477	0	NA	NA	NA	NA
YPK_1478	0	NA	NA	NA	NA
YPK_1479	0.294930165423387	0.0141171710782007	0.308818003256579	0.709078261773373	NA
YPK_1480	0.696180786531063	0.0313163103600021	0.310333416279931	0.341952873784039	NA
YPK_1481	0.294930165423387	0.0141171710782007	0.308818003256579	0.709078261773373	NA
YPK_1482	0	NA	NA	NA	NA
YPK_1483	0.589860330846774	0.0187617418856546	0.309217827306798	0.499982639690957	NA
YPK_1484	0	NA	NA	NA	NA
YPK_1485	1.83312778946671	-0.0342755999368918	0.307074381064639	0.508849624864025	NA
YPK_1486	8.24012759840125	-0.427319613016251	0.935034271004173	0.00837574880592267	NA
YPK_1487	0.528280701552005	-0.0116903682424848	0.307919018917106	0.68265167468612	NA
YPK_1488	0	NA	NA	NA	NA
YPK_1489	0.50217040790463	0.00345114505890958	0.307724194300279	0.882833462678117	NA
YPK_1490	1.28436614528266	-0.0279927947009754	0.308346280740288	0.459506924181999	NA
YPK_1491	0.274357851909685	0.0138867698766048	0.308795055585601	0.726430527401222	NA
YPK_1492	0.411548498588966	0.0154259196423901	0.308958151952772	0.617247562741899	NA
YPK_1493	1.87968871301403	-0.00825566897794844	0.305393426918815	0.855886766067796	NA
YPK_1494	1.53837162031085	-0.0301938198742544	0.308982458199387	0.396868613552422	NA
YPK_1495	0.207240242481243	-0.0137809997476963	0.30880951179247	0.736015695917115	NA
YPK_1496	0.989435979859275	-0.0385612593996495	0.31167786075106	0.187018707916129	NA
YPK_1497	0	NA	NA	NA	NA
YPK_1498	0.207240242481243	-0.0137809997476963	0.30880951179247	0.736015695917115	NA
YPK_1499	0.137182832862989	0.0107386374356372	0.308565986153806	0.893188864515301	NA
YPK_1500	0.172219115855139	-0.0132814163728608	0.308763865271867	0.736015695917115	NA
YPK_1501	0	NA	NA	NA	NA
YPK_1502	0	NA	NA	NA	NA
YPK_1503	0.574955494896789	-0.0233871478172022	0.309640933052763	0.399428048157859	NA
YPK_1504	4.47728240519594	-0.161029052794837	0.364940016214724	0.0331377105704406	NA
YPK_1505	2.92337655760869	-0.0815814506667966	0.318866782424447	0.176980725904785	NA
YPK_1506	2.74117093331376	0.0245224979376233	0.304706641696531	0.669500396344665	NA
YPK_1507	30.9403696430807	-0.0209094685488669	0.253794994746964	0.883228680368279	0.970341646103232
YPK_1508	0.970515196991871	0.0349873860193753	0.310983989943255	0.25290966868003	NA
YPK_1509	3.18732266223963	-0.0291709246176645	0.303936271595012	0.643499038922267	NA
YPK_1510	2.60529842059002	0.0538166274195774	0.309029999790296	0.389915103434037	NA
YPK_1511	8.58321060870769	0.268333658432859	0.46193170462934	0.0360747084753666	NA
YPK_1512	0.274365665725977	0.0138868612310855	0.308795064546499	0.726423442147246	NA
YPK_1513	5.29473939306901	-0.0135026742518594	0.296088677601626	0.871814325722429	NA
YPK_1514	1.60524585165821	0.00189427007402574	0.305654762232103	0.966043146089657	NA
YPK_1515	2.49571163930838	-0.00800221144989097	0.303730994254498	0.882540065333849	NA
YPK_1516	1.58200008621811	0.00314271051788677	0.305072202667641	0.947699600764256	NA
YPK_1517	0.274365665725977	0.0138868612310855	0.308795064546499	0.726423442147246	NA
YPK_1518	3.1160091084949	-0.0485279168644482	0.307242334360523	0.449654847476038	NA
YPK_1519	1.59521432244034	-0.0322864471074059	0.307982594347531	0.470721899549025	NA
YPK_1520	7.14248409089308	-0.0973633428937116	0.312091197078797	0.32343200539346	NA
YPK_1521	0.137182832862989	0.0107386374356372	0.308565986153806	0.893188864515301	NA
YPK_1522	0.548731331451954	0.0176152954611428	0.309136437678166	0.528133619863828	NA
YPK_1523	3.10887150062979	0.0425754610809297	0.304831275621848	0.537572777456763	NA
YPK_1524	0	NA	NA	NA	NA
YPK_1525	0	NA	NA	NA	NA
YPK_1526	3.46505429867387	-0.0116582160612725	0.301444939899969	0.858380465328114	NA
YPK_1527	4.54501896570105	0.117189042536047	0.33276909426832	0.116765810154644	NA
YPK_1528	3.65487421217477	0.0466491586494342	0.306146325006329	0.490487637730499	NA
YPK_1529	0.859618566837516	-0.0255789488312685	0.308802986287893	0.413459858028622	NA
YPK_1530	2.0915046586988	0.0279459103428475	0.306309226468292	0.586027306280338	NA
YPK_1531	10.1696739083314	0.108518666829326	0.308035302838972	0.348116626584225	NA
YPK_1532	6.83604399296051	0.0202171742586955	0.292398005966425	0.835317915199558	NA
YPK_1533	4.79857952450124	-0.210848719252389	0.41988630750072	0.0073479882984755	NA
YPK_1534	2.41535636306241	0.0460877968039146	0.309507544760035	0.370142046503583	NA
YPK_1535	6.82913791169664	-0.00919285138924009	0.295592671395011	0.912348053371537	NA
YPK_1536	2.54524221536464	-0.0129705788328328	0.304059299755898	0.811483106745851	NA
YPK_1537	0	NA	NA	NA	NA
YPK_1538	0.653840180428405	-0.0149195719660001	0.308202813314038	0.588401607046404	NA
YPK_1539	0.548700076186785	0.0176144216885673	0.309136377977034	0.528155645947349	NA
YPK_1540	0	NA	NA	NA	NA
YPK_1541	0.411548498588966	0.0154259196423901	0.308958151952772	0.617247562741899	NA
YPK_1542	8.07410139980035	0.0557699086938383	0.296119236548333	0.583786081772623	NA
YPK_1543	0.432112998286376	0.0168533201074352	0.30902725101559	0.590098169817443	NA
YPK_1544	2.25657975581858	0.102694240102308	0.332253854987721	0.0196227358893407	NA
YPK_1545	1.6902549801242	0.0328566858927176	0.308464205049468	0.436442518779671	NA
YPK_1546	16.9279290676045	0.120480717538808	0.302601433942899	0.356057524975576	0.689753949348821
YPK_1547	8.31787697745409	0.0997725290102118	0.314971548439826	0.296089183119219	NA
YPK_1548	3.17325361886804	0.0775950297743459	0.315969319234639	0.237175064338551	NA
YPK_1549	5.03384749121951	0.0142743699821154	0.296249225567286	0.868566155248384	NA
YPK_1550	20.7792349360812	0.130053877560131	0.304370734614102	0.332543456316149	0.676870515763403
YPK_1551	36.018540222152	0.055225242818283	0.253427650880352	0.711585636667018	0.884186457205699
YPK_1552	3.45892345572282	-0.00247513606041629	0.300792373804111	0.96870180481697	NA
YPK_1553	24.8808692855796	0.252614292238901	0.365626705845979	0.127321340160578	0.419447914994121
YPK_1554	12.2665493835984	0.140096467337551	0.320765177255988	0.255660924204354	0.606627400035183
YPK_1555	6.78703788987587	0.0744886771905747	0.304949631022659	0.432006321256459	NA
YPK_1556	0	NA	NA	NA	NA
YPK_1557	1.8068723707567	0.0176344635247677	0.305400807183975	0.723740035375964	NA
YPK_1558	3.03880673760821	0.0139953720099837	0.303735745030865	0.807438809967176	NA
YPK_1559	2.82421577123882	0.0296710855967436	0.3029762669786	0.661003949170571	NA
YPK_1560	11.4470231868297	0.0945522816642557	0.301171807916516	0.416439615126089	NA
YPK_1561	24.2215688631126	0.107217780489466	0.286093238661012	0.443566067395318	0.769999969807457
YPK_1562	34.777014081416	-0.109269314200229	0.26812986151852	0.468960901673507	0.777506483568833
YPK_1563	16.238983587399	0.0497195351681566	0.280070340151157	0.693417889976414	0.873640826497924
YPK_1564	18.7151268830692	0.0318996856010424	0.273658862037061	0.807299334338084	0.92758462197585
YPK_1565	37.8699628395328	-0.102680492875857	0.270505335422841	0.487938582210875	0.777506483568833
YPK_1566	12.7850599348529	-0.004981416376678	0.280969808084111	0.963777675322221	0.993146561720812
YPK_1567	3.991439159819	-0.0737280216800985	0.311290162956211	0.335371683992004	NA
YPK_1568	1.61601537960967	0.056176267352632	0.313742607496394	0.181253268568676	NA
YPK_1569	0.172219115855139	-0.0132814163728608	0.308763865271867	0.736015695917115	NA
YPK_1570	18.400737286555	0.0375133507144108	0.275221703867187	0.772388647250715	0.917087266378013
YPK_1571	7.30889887835113	-0.0534483234978034	0.296374886287636	0.589966898079371	NA
YPK_1572	7.56732403342702	0.00171388235672289	0.290945716844506	0.988180490207298	NA
YPK_1573	0.294930165423387	0.0141171710782007	0.308818003256579	0.709078261773373	NA
YPK_1574	6.6072324858678	0.0976190055352204	0.315670458256558	0.288128287912813	NA
YPK_1575	3.0590184875036	0.11519895175145	0.339401536481168	0.00905257531571561	NA
YPK_1576	8.95519986036767	-0.0336975251531513	0.289852855226297	0.746328308745236	NA
YPK_1577	0.639345426951327	0.0101118997017329	0.30756988263758	0.721473370357594	NA
YPK_1578	2.227036892595	-0.0614916897281762	0.314959065630231	0.168271050335992	NA
YPK_1579	7.75554146386967	0.13827646580465	0.338307724895707	0.141089326101511	NA
YPK_1580	0.274350038093393	0.0138866785202102	0.308795046624612	0.726437106153364	NA
YPK_1581	0	NA	NA	NA	NA
YPK_1582	1.14425132604615	-0.000143809671660056	0.305907765886325	0.996776269697382	NA
YPK_1583	0	NA	NA	NA	NA
YPK_1584	0	NA	NA	NA	NA
YPK_1585	1.42427665551955	-0.0349991583015707	0.309325846305185	0.371666942329726	NA
YPK_1586	0.274350038093393	0.0138866785202102	0.308795046624612	0.726437106153364	NA
YPK_1587	0	NA	NA	NA	NA
YPK_1588	0.137175019046696	0.0107384590899643	0.30856597556082	0.893188864515301	NA
YPK_1589	9.04443473603435	0.011386269463822	0.288103339183973	0.915061292928271	NA
YPK_1590	2.26374768726936	0.035853561914917	0.306694744353369	0.519195268682053	NA
YPK_1591	8.32887720532593	0.130829054713885	0.329944988046443	0.193430659302769	NA
YPK_1592	7.22573329934539	0.0116604240916461	0.292300089115229	0.904359401231459	NA
YPK_1593	2.56292703048873	0.0116815757152297	0.303173950055472	0.844393749257193	NA
YPK_1594	6.41680546191651	-0.189976274457591	0.379311383151105	0.0598629623802231	NA
YPK_1595	1.11801934878503	0.0481171002930757	0.313220571691598	0.161995278116868	NA
YPK_1596	1.75736430446981	0.0485898693735525	0.310812048014711	0.312507719061994	NA
YPK_1597	0.432105184470083	0.0168530552906547	0.309027234876291	0.590105035247572	NA
