baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
YPK_0134	0.791023013291393	-0.924974391922006	3.07098287678581	-0.301198160013876	0.763263392815164	NA
YPK_0135	0.811587512988803	-0.843387737348235	3.04153593841368	-0.277290077916392	0.781557377649519	NA
YPK_0136	2.08418565048879	-0.173973684058655	1.64522050092305	-0.105744904078844	0.915784751753057	NA
YPK_0137	0	NA	NA	NA	NA	NA
YPK_0138	0.28464010175839	1.45960496055581	4.03639782303696	0.361610778854699	0.717642908678417	NA
YPK_0139	0.696165158898479	2.75358728334888	3.17932219740458	0.866092554443445	0.38643940793117	NA
YPK_0140	1.25815666693733	-0.302570524842887	2.35004807219452	-0.128750781068211	0.897554852284733	NA
YPK_0141	11.489366115465	-0.109899292009625	0.7041686530943	-0.156069560220693	0.875978191737037	NA
YPK_0142	0	NA	NA	NA	NA	NA
YPK_0143	0	NA	NA	NA	NA	NA
YPK_0144	0	NA	NA	NA	NA	NA
YPK_0145	8.24380502262512	1.47224077640909	0.893654497906389	1.64743844501223	0.0994679586886551	NA
YPK_0146	0.864225996572751	3.06102881420369	2.91249887722843	1.05099742291286	0.293259773448963	NA
YPK_0147	7.99779144067081	-0.575188779277932	0.84342631720661	-0.681966838766582	0.495259919743128	NA
YPK_0148	4.157878331259	0.0184285651346739	1.1916540309566	0.0154646941611739	0.987661451101129	NA
YPK_0149	11.6219519562729	-0.10982499631605	0.819268269874727	-0.134052544635768	0.89336102474179	NA
YPK_0150	11.3104336880506	0.671789063383971	0.781746799498777	0.859343541687276	0.390151008421654	NA
YPK_0151	84.8244729123275	0.0473072512951191	0.294185654643805	0.160807471568924	0.872245040365747	0.970341646103232
YPK_0152	14.4791442281263	-0.474070472736135	0.793108316579945	-0.597737361752086	0.550015191711214	0.810867984838958
YPK_0153	0	NA	NA	NA	NA	NA
YPK_0154	0	NA	NA	NA	NA	NA
YPK_0155	0	NA	NA	NA	NA	NA
YPK_0156	0.172219115855139	-1.37566717532022	4.0804728567969	-0.337134254680496	0.736015695917115	NA
YPK_0157	6.61558804978336	-0.583684481893777	0.938928882953368	-0.621649298994635	0.534172496863621	NA
YPK_0158	2.04620222475707	2.15001287113771	1.81983721226774	1.18143142509902	0.237431380323279	NA
YPK_0159	3.0360781285548	1.23222834731611	1.47032209753698	0.838066944229629	0.401993106716103	NA
YPK_0160	19.5924009455059	0.598253714635731	0.54119288347069	1.1054352947125	0.268971017311714	0.619869988172399
YPK_0161	57.0871864144793	-0.844931572910779	0.389507823432786	-2.16922876019352	0.0300653206846695	0.202028602224823
YPK_0162	25.207985334055	-3.6705745925227	0.630342800117065	-5.82314034814233	5.77520168195812e-09	1.11323871455524e-06
YPK_0163	6.01045587588059	0.950179513422885	0.968367484411342	0.981217904069225	0.326485296863736	NA
YPK_0164	0	NA	NA	NA	NA	NA
YPK_0165	1.07986873654137	-3.8064057763817	2.6839575703531	-1.41820638985769	0.156130516902508	NA
YPK_0166	0	NA	NA	NA	NA	NA
YPK_0167	0.321032645254469	-0.41388649589136	4.0804728567969	-0.10143101312436	0.91920831850728	NA
YPK_0168	2.01127981156238	1.27539979228137	1.71688479661995	0.74285694345495	0.457568295799457	NA
YPK_0169	0.942670747312334	-3.60246559335898	2.84994322576171	-1.26404819604648	0.206212728669709	NA
YPK_0170	8.73120505049929	0.899352785552735	0.904487137998521	0.994323465497643	0.320065415186871	NA
YPK_0171	1.39802123680955	0.533741438454853	2.11029313843472	0.252922889589997	0.800327801076839	NA
YPK_0172	4.1420933724982	0.261905648853292	1.28617679829527	0.203631140913464	0.838641756053475	NA
YPK_0173	9.04254670944376	-0.226726476753982	0.823942204241899	-0.275172791958862	0.783183489230566	NA
YPK_0174	104.893610671793	1.0221523531351	0.295421104897134	3.45998419270353	0.000540207098904251	0.012389038471689
YPK_0175	8.24912895629558	1.58231621428886	0.900998938485043	1.75617988734748	0.0790576977884737	NA
YPK_0176	0.685898536682358	2.73426001911102	3.16934486331799	0.862720889341313	0.388290944283396	NA
YPK_0177	3.32806115123863	3.04182559426565	1.61091603781214	1.88825830947521	0.0589912812649282	NA
YPK_0178	4.46305855958642	0.533854135237952	1.11503716802821	0.478776986584223	0.632097290229877	NA
YPK_0179	0.274350038093393	1.41365338190932	4.04052340761395	0.349868875711854	0.726437106153364	NA
YPK_0180	2.79631709611178	-1.16202779541492	1.62176192363886	-0.716521814008062	0.473669202863423	NA
YPK_0181	0.344438231710277	-2.16767757514985	4.0476535481985	-0.535539306745911	0.592276984855329	NA
YPK_0182	0.183857626207773	-1.37566717532022	4.0804728567969	-0.337134254680496	0.736015695917115	NA
YPK_0183	0	NA	NA	NA	NA	NA
YPK_0184	0	NA	NA	NA	NA	NA
YPK_0185	0	NA	NA	NA	NA	NA
YPK_0186	0.722420577608482	-1.92253084162706	2.95046604710318	-0.651602428543327	0.514657680670273	NA
YPK_0187	0.274365665725977	1.4137246705622	4.04051690826618	0.34988708193993	0.726423442147246	NA
YPK_0188	1.18808410095303	1.24722880411575	2.24417204087714	0.555763453691486	0.578372572176884	NA
YPK_0189	4.13185753428071	0.0539438861211025	1.13433429636238	0.0475555453926514	0.962070461553389	NA
YPK_0190	0.916650892867117	-1.06830530785463	2.91729054236103	-0.366197775758743	0.714217501784111	NA
YPK_0191	0	NA	NA	NA	NA	NA
YPK_0192	0	NA	NA	NA	NA	NA
YPK_0193	0	NA	NA	NA	NA	NA
YPK_0194	0.137182832862989	0.54788617632227	4.0804728567969	0.134270266106451	0.893188864515301	NA
YPK_0195	0	NA	NA	NA	NA	NA
YPK_0196	0	NA	NA	NA	NA	NA
YPK_0197	0	NA	NA	NA	NA	NA
YPK_0198	0	NA	NA	NA	NA	NA
YPK_0199	0	NA	NA	NA	NA	NA
YPK_0200	0	NA	NA	NA	NA	NA
YPK_0201	0.569295831149364	2.46029278905938	3.41176980710106	0.721119222035048	0.470836165454527	NA
YPK_0202	0.274365665725977	1.4137246705622	4.04051690826618	0.34988708193993	0.726423442147246	NA
YPK_0203	0.183857626207773	-1.37566717532022	4.0804728567969	-0.337134254680496	0.736015695917115	NA
YPK_0204	0	NA	NA	NA	NA	NA
YPK_0205	0	NA	NA	NA	NA	NA
YPK_0206	0	NA	NA	NA	NA	NA
YPK_0207	0	NA	NA	NA	NA	NA
YPK_0208	0	NA	NA	NA	NA	NA
YPK_0209	0	NA	NA	NA	NA	NA
YPK_0210	0	NA	NA	NA	NA	NA
YPK_0211	0	NA	NA	NA	NA	NA
YPK_0212	0	NA	NA	NA	NA	NA
YPK_0213	0	NA	NA	NA	NA	NA
YPK_0214	0	NA	NA	NA	NA	NA
YPK_0215	0	NA	NA	NA	NA	NA
YPK_0216	0.50217040790463	0.540824108188529	3.66963283033519	0.147378261857094	0.882833462678117	NA
YPK_0217	0	NA	NA	NA	NA	NA
YPK_0218	1.05656140310401	-1.48978612433313	2.54211806074241	-0.586041280827866	0.557847774251147	NA
YPK_0219	3.71572364445934	-1.25973003580076	1.5652834307078	-0.804793567150413	0.420938814441953	NA
YPK_0220	0	NA	NA	NA	NA	NA
YPK_0221	0	NA	NA	NA	NA	NA
YPK_0222	0	NA	NA	NA	NA	NA
YPK_0223	0	NA	NA	NA	NA	NA
YPK_0224	5.81081614623883	0.956188446078257	1.07910253489187	0.886096005857375	0.375565795164877	NA
YPK_0225	14.0459809750389	0.276399403300102	0.659821579314437	0.418900217824468	0.675289057869513	0.861066124283859
YPK_0226	6.82420945869109	0.522936515694903	0.942421671133146	0.554885919660714	0.578972693360456	NA
YPK_0227	15.7361132566351	-0.299879781354472	0.596659294671726	-0.502598022074662	0.615246920183228	0.839163316304335
YPK_0228	3.06489360066028	1.13762850414746	1.41190362562756	0.805740904335318	0.420392258831769	NA
YPK_0229	4.35188043565618	0.96815249470351	1.33086538700669	0.727460871817419	0.466943676576942	NA
YPK_0230	3.16672783895655	-1.19563762449676	1.54808852250685	-0.772331560575515	0.439918077421282	NA
YPK_0231	9.48586330330784	0.388962908235897	0.87126367546544	0.446435354978053	0.655282799010338	NA
YPK_0232	2.63290822559137	-0.152455035518251	1.83654713920183	-0.0830117737051432	0.933842177864344	NA
YPK_0233	0.294930165423387	1.50449837791527	4.03248825549771	0.37309429875316	0.709078261773373	NA
YPK_0234	0.294930165423387	1.50449837791527	4.03248825549771	0.37309429875316	0.709078261773373	NA
YPK_0235	6.22325706867785	0.496277991431408	0.928426182703102	0.534536833059253	0.592970173142163	NA
YPK_0236	0	NA	NA	NA	NA	NA
YPK_0237	4.13933088431569	-0.0631636689077374	1.32696174976089	-0.0476002182573227	0.96203485808418	NA
YPK_0238	1.12086870977268	0.0358083925003434	2.45660149145859	0.0145763945128448	0.988370131702982	NA
YPK_0239	0.823096997177931	2.99660377654305	3.27408597263955	0.915248958513819	0.360060947915131	NA
YPK_0240	6.17934120797213	0.499105325933065	0.969874041705831	0.514608397040125	0.606826696142579	NA
YPK_0241	7.65405074775952	0.986129791569192	0.889324028627954	1.1088531961636	0.267493517535122	NA
YPK_0242	6.44236410475438	1.80974563106138	1.06328628707613	1.70203044378377	0.0887496614437551	NA
YPK_0243	2.26791377926651	0.60446759055687	1.75920638917741	0.343602430206903	0.731145296834772	NA
YPK_0244	1.80954629394964	1.11887651540957	1.95391607880306	0.572632841066018	0.566893318579727	NA
YPK_0245	1.05089345427375	0.998342221800712	2.53724912690642	0.393474259667183	0.693969231832118	NA
YPK_0246	0.583759800627812	1.03751270259568	3.17475570566053	0.326800799427123	0.743818554748934	NA
YPK_0247	3.923260560029	0.0120563412111112	1.39551917408945	0.0086393232246183	0.993106903131117	NA
YPK_0248	7.97148367072588	-0.0334171718119661	0.878769658846088	-0.038027225309356	0.969665975064849	NA
YPK_0249	1.36639640447738	2.52110224928475	2.37379703345728	1.06205468022383	0.288210862464859	NA
YPK_0250	0	NA	NA	NA	NA	NA
YPK_0251	0.686028034112403	-0.408158084380132	3.01949306334183	-0.135174373915734	0.892474007764925	NA
YPK_0252	0.913734062859642	0.687864943957136	2.670115231058	0.257616201711482	0.796703124510033	NA
YPK_0253	0	NA	NA	NA	NA	NA
YPK_0254	3.27197309044631	1.70086335403904	1.43672871130497	1.18384447993258	0.236474631140351	NA
YPK_0255	0.207240242481243	-1.37566717532022	4.0804728567969	-0.337134254680496	0.736015695917115	NA
YPK_0256	1.9599980597489	-0.00612185265471868	1.87787406577355	-0.00325999105387128	0.997398908076964	NA
YPK_0257	0.569288017333072	2.45992114778106	3.14504867879362	0.782156780073954	0.434122440942732	NA
YPK_0258	0	NA	NA	NA	NA	NA
YPK_0259	0	NA	NA	NA	NA	NA
YPK_0260	0	NA	NA	NA	NA	NA
YPK_0261	0.137175019046696	0.54788617632227	4.0804728567969	0.134270266106451	0.893188864515301	NA
YPK_0262	7.40554320142998	0.393221071120772	0.986760062834375	0.398497148325279	0.690263759927927	NA
YPK_0263	2.03169871493062	2.24180864411444	2.05157972692096	1.09272314143939	0.274515376067242	NA
YPK_0264	4.29499912485819	0.30513186229505	1.23387670364749	0.2472952616684	0.804679725574454	NA
YPK_0265	1.03642948479531	2.09813347393408	2.58083869714584	0.812965752665756	0.416237693816379	NA
YPK_0266	1.36639640447738	2.52110224928475	2.37379703345728	1.06205468022383	0.288210862464859	NA
YPK_0267	0	NA	NA	NA	NA	NA
YPK_0268	6.86545232788337	0.200533267840691	0.891205528748366	0.225013491694026	0.821968778528757	NA
YPK_0269	6.20862547522097	1.3843946601799	0.996418961577131	1.38937004770431	0.164720253440706	NA
YPK_0270	33.9164268956175	0.93694950358995	0.527797052592967	1.77520791180416	0.0758635638471662	0.32711063551305
YPK_0271	5.51223110140032	-0.110566906553961	1.01269418135386	-0.109180943852314	0.913058974547055	NA
YPK_0272	2.39670238887139	2.3319873458069	1.75679536540671	1.32740977789808	0.184373166959395	NA
YPK_0273	0.618773113437624	1.0377244430171	3.11059536312149	0.333609589765394	0.73867418087821	NA
YPK_0274	2.18203707134539	0.910978764492153	1.65052617742796	0.551932333428207	0.580994714688581	NA
YPK_0275	17.7541348303691	-0.192087475483753	0.586243207109583	-0.327658338986685	0.743170006542625	0.897624013926483
YPK_0276	21.7125157741034	0.353264272534031	0.514134383026638	0.687104936367828	0.492016603732207	0.777506483568833
YPK_0277	105.760420117378	-0.277858264348404	0.300175785821051	-0.92565182627372	0.354626950635791	0.689753949348821
YPK_0278	272.117629065583	-0.801211344369125	0.204258875387488	-3.92252891263203	8.76243743777721e-05	0.0031943067386806
YPK_0279	0	NA	NA	NA	NA	NA
YPK_0280	0.50217040790463	0.540824108188529	3.66963283033519	0.147378261857094	0.882833462678117	NA
YPK_0281	2.35853615984872	0.545317476898629	1.58700865176971	0.343613424092259	0.731137027825658	NA
YPK_0282	11.249975646854	0.235250933610922	0.743294697508591	0.316497527023194	0.751624901926868	NA
YPK_0283	13.6945179903467	-0.376863742157166	0.670527085114111	-0.56204104282086	0.574088055862493	0.819250214949679
YPK_0284	31.9796972218449	-1.24805510310279	0.464278441397895	-2.68816079278854	0.00718467908272482	0.0778663868154772
YPK_0285	11.0666692508632	-1.37010830346254	0.764118570654274	-1.79305719829501	0.0729637786180672	NA
YPK_0286	42.4854355896024	-1.35302799273932	0.405758247280633	-3.33456683088325	0.000854323683927955	0.0156540114411521
YPK_0287	14.4453508397246	-0.725355810542377	0.632755181528865	-1.14634511374489	0.251652383202189	0.604267099784897
YPK_0288	20.3083190989383	-1.29201419697927	0.569352923142286	-2.26926769752684	0.0232520516508137	0.175925900225967
YPK_0289	40.5302280546876	-1.67844796402647	0.417980304174074	-4.01561496382724	5.92909875877964e-05	0.00237756860227063
YPK_0290	31.8575017791192	-0.741275403954708	0.472043486869587	-1.57035405545062	0.116332764917701	0.392012090184857
YPK_0291	6.78468596510378	-1.61685921932489	0.960045635775139	-1.68414829365839	0.0921530130978291	NA
YPK_0292	4.79868561428246	0.144336804936404	1.08910354506052	0.132528082927491	0.894566611962025	NA
YPK_0293	14.7010781588921	-0.577398209718997	0.611792592171053	-0.943780975951341	0.345281584083139	0.678715270673228
YPK_0294	14.0333945932883	-1.43974295330733	0.694821719194852	-2.07210412906448	0.0382557313543869	0.225596298133958
YPK_0295	63.0609501885095	-0.711472191826484	0.379508134597962	-1.87472184905916	0.0608309994449144	0.287462595116294
YPK_0296	4.58273103400581	-0.232434777459719	1.08059304555553	-0.215099272030041	0.829689921457915	NA
YPK_0297	14.5680393795235	-0.72773917735282	0.637535731555727	-1.14148767093725	0.253667039728627	0.605479065066544
YPK_0298	15.7657761595401	-1.67516202628099	0.635127154836243	-2.6375222875062	0.00835141374178044	0.086966481676586
YPK_0299	6.97018281006505	-1.33860088522042	0.918074125980725	-1.45805316514118	0.144825889345732	NA
YPK_0300	15.368560198442	-0.663254965505838	0.654075301403931	-1.01403456770528	0.310566258024378	0.662431220573274
YPK_0301	7.05331715551276	-0.983235506168699	0.907282378012137	-1.08371498223406	0.278491190643505	NA
YPK_0302	22.84739378757	-0.978243560816286	0.509075844637597	-1.92160671365714	0.0546552631912749	0.287462595116294
YPK_0303	51.8552840699413	-0.812065941963936	0.378115246176578	-2.14766780809654	0.031740154464249	0.202028602224823
YPK_0304	2.95259429837079	-0.0991809092399089	1.35234942515663	-0.0733397059923484	0.941535795943887	NA
YPK_0305	46.5735826401873	-0.158633426085482	0.377113728900915	-0.420651421383713	0.674009638992618	0.861066124283859
YPK_0306	27.6411324332701	-0.27573460637323	0.466738086123127	-0.590769458442031	0.554674901384026	0.811757473912372
YPK_0307	55.2252187316922	-0.350427054970727	0.383485983953385	-0.913793644706775	0.360825286495225	0.69562951867589
YPK_0308	56.653107596109	-0.777526084680523	0.359641114289323	-2.16194993783448	0.03062203518548	0.202028602224823
