Geneid,sampleTreat_1.sam,sampleTreat_2.sam,sampleTreat_3.sam,sampleCtrl_1.sam,sampleCtrl_2.sam,sampleCtrl_3.sam
YPK_2603,   0,   2,   0,   0,   0,   0
YPK_2604,   0,   0,   0,   0,   0,   0
YPK_2605,   0,   0,   0,   0,   0,   0
YPK_2606,   0,   0,   0,   0,   0,   0
YPK_2607,   0,   0,   0,   0,   0,   0
YPK_2608,   0,   0,   2,   0,   0,   1
YPK_2609,   0,   0,   0,   0,   0,   0
YPK_2610,   0,   0,   0,   0,   1,   0
YPK_2611,   0,   0,   0,   0,   0,   0
YPK_2612,   0,   0,   0,   0,   0,   0
YPK_2613,   0,   0,   0,   0,   0,   0
YPK_2614,  10,   4,   2,  12,  18,  11
YPK_2615,  66, 102,  63, 122,  82,  97
YPK_2616,   0,   0,   0,   0,   0,   0
YPK_2617,   1,   0,   1,   0,   0,   0
YPK_2618,   0,   0,   0,   0,   0,   1
YPK_2619,   0,   2,   5,   2,   4,   0
YPK_2620,   0,   1,   0,   4,   0,   2
YPK_2621,   4,   2,   1,   4,   2,   7
YPK_2622,   0,   2,   3,   0,   1,   1
YPK_2623,   2,   2,   9,   0,   4,   3
YPK_2624,  11,   9,  12,   6,   2,   5
YPK_2625,   6,   4,   6,   6,   0,   4
YPK_2626,   9,   2,   4,   3,   2,   1
YPK_2627,  12,  18,  10,  14,   6,   8
YPK_2628,   4,   0,   4,   2,   2,   2
YPK_2629,   0,   0,   6,   2,   0,   1
YPK_2630, 211, 218, 215, 377, 319, 313
YPK_2631,   0,   0,   0,   0,   0,   0
YPK_2632,   0,   2,   8,   0,   0,   0
YPK_2633,   5,   0,   6,   0,   5,   2
YPK_2634,   4,   0,   2,   6,   4,   6
YPK_2635,   0,   0,   0,   0,   0,   0
YPK_2636,   8,   6,   6,   2,   4,   4
YPK_2637,   8,   1,   4,   0,   7,   1
YPK_2638,   4,   6,  12,   2,   6,   4
YPK_2639,   2,   2,   1,   2,   6,   2
YPK_2640,  11,  10,   0,   4,  10,   5
YPK_2641,   7,   9,   6,   8,   0,   1
YPK_2642,   0,   0,   0,   2,   0,   0
YPK_2643,   0,   0,   2,   0,   0,   0
YPK_2644,  23,  25,   7,  17,  21,  12
YPK_2645,  46,  22,  36,  18,  42,  16
YPK_2646,   0,   0,   0,   0,   0,   0
YPK_2647,   2,   4,   2,   2,   4,   2
YPK_2648,  18,  24,  28,   6,  22,   7
YPK_2649,  34,  48,  67, 243, 130, 152
YPK_2650,  50,  37,  40,  40,  12,  28
YPK_2651,   0,   1,   0,   0,   0,   0
YPK_2652,  15,   5,   7,   0,   4,   0
YPK_2653,  15,  10,   5,   2,   4,   1
YPK_2654,   6,   2,   0,   4,   0,   4
YPK_2655,  30,  42,  13,  14,  20,  24
YPK_2656,   0,   3,   6,   2,   0,   1
YPK_2657,   0,   9,   2,   0,   6,   5
YPK_2658,   3,   3,   6,   0,   7,   1
YPK_2659,   4,   4,  10,   4,   8,   2
YPK_2660,   6,   6,   3,   2,   2,   4
YPK_2661,   0,   0,   1,   1,   0,   1
YPK_2662,   2,   0,   0,   6,   0,   3
YPK_2663,   4,   2,  14,   2,   0,   1
YPK_2664,   4,   3,   6,   2,   0,   1
YPK_2665,   4,   6,   7,   5,   3,   6
YPK_2666,   0,   2,   2,   0,   2,   2
YPK_2667,  38,  46,  22,  28,  43,  30
YPK_2668, 129, 192,  99, 190, 141, 161
YPK_2669,   5,   2,  12,   0,   4,   2
YPK_2670,  34,   4,  18,   2,   6,   7
YPK_2671,  39,  48,  38,  18,  10,  17
YPK_2672,   0,   0,   0,   0,   0,   0
YPK_2673,   0,   0,   0,   0,   0,   0
YPK_2674,  28,  20,  39,  10,  30,   6
YPK_2675,   2,   0,   0,   6,   0,   4
YPK_2676,  70,  84,  82,  30,  42,  30
YPK_2677, 653, 516, 354, 407, 415, 441
YPK_2678,   4,   2,   3,   0,   0,   0
YPK_2679,   8,   6,   3,   2,   0,   1
YPK_2680,  10,   2,   4,   0,   0,   0
YPK_2681,  71,  47,  81,  44,  44,  36
YPK_2682,   2,   2,   1,   0,   2,   1
YPK_2683,   4,   4,   4,   3,   8,   9
YPK_2684,   8,   4,   2,   3,   3,   5
YPK_2685,  28,  42,  26,  12,  15,  14
YPK_2686,   7,   5,   2,   9,   9,   4
YPK_2687,  42,  32,  23,  26,   6,  15
YPK_2688,   2,   8,  11,   2,   0,   1
YPK_2689,   2,  10,   4,   4,  13,   4
YPK_2690,   5,   2,   7,   0,   2,   1
YPK_2691,   1,   0,   1,   6,   2,   3
YPK_2692,  42,  60,  62,  41,  45,  42
YPK_2693,   1,  11,   4,   2,   5,   2
YPK_2694,  19,  11,  16,   0,   2,   1
YPK_2695,   2,   6,   0,   0,   1,   0
YPK_2696,   0,   1,   0,   0,   0,   0
YPK_2697,   0,   0,   0,   2,   0,   1
YPK_2698,   0,   0,   0,   0,   0,   0
YPK_2699,   2,   4,   0,   2,   9,   2
YPK_2700,   0,   3,   2,   0,   0,   1
YPK_2701,   0,   2,   6,   2,   4,   3
YPK_2702,   2,   0,   2,   2,   8,   0
YPK_2703,  55,  67, 104,  68, 136,  60
YPK_2704,   1,   1,   3,   1,   4,   0
YPK_2705,   8,  15,  18,   3,  11,   3
YPK_2706,  12,   8,  10,   0,   9,   4
YPK_2707,   5,   3,   9,   0,   4,   1
YPK_2708,  15,  10,   6,  19,  19,   8
YPK_2709,  22,  28,  23,  25,  46,  23
YPK_2710,   0,   4,   0,   0,   0,   1
YPK_2711,   0,   0,   2,   0,   0,   0
YPK_2712,   0,   0,   0,   0,   0,   0
YPK_2713,   0,   2,   4,   0,   0,   0
YPK_2714,   0,   0,   0,   0,   0,   0
YPK_2715,   0,   0,   0,   0,   0,   0
YPK_2716,   0,   0,   0,   0,   0,   0
YPK_2717,   0,   0,   0,   4,   0,   0
YPK_2718,   0,   0,   0,   0,   0,   0
YPK_2719,   0,   0,   0,   0,   0,   0
YPK_2720,   0,   0,   0,   0,   0,   0
YPK_2721,   0,   0,   0,   0,   2,   0
YPK_2722,   0,   0,   0,   0,   0,   0
YPK_2723,   0,   0,   0,   0,   0,   0
YPK_2724,   0,   0,   0,   0,   0,   0
YPK_2725,   0,   0,   0,   0,   0,   2
YPK_2726,   0,   0,   0,   0,   0,   0
YPK_2727,   0,   2,   0,   0,   0,   0
YPK_2728,   0,   0,   0,   0,   2,   0
YPK_2729,   0,   0,   0,   0,   0,   0
YPK_2730,   2,   2,   8,   2,   1,   2
YPK_2731,   0,   4,   5,   4,   4,   2
YPK_2732,   7,   0,   0,   0,   4,   0
YPK_2733,   8,   9,  10,   4,  12,   3
YPK_2734,   0,   3,   0,   4,   2,   3
YPK_2735,   2,   0,   2,   0,   2,   1
YPK_2736,   4,   2,   0,   0,   1,   0
YPK_2737,   3,   0,   2,   2,   2,   1
YPK_2738,   0,   0,   0,   0,   0,   0
YPK_2739,  54,  41,  56,  10,  24,   6
YPK_2740,   8,  19,  11,   4,   9,   7
YPK_2741,   0,   0,   0,   0,   0,   0
YPK_2742,   0,   0,   0,   0,   0,   0
YPK_2743,   2,   0,   0,   0,   0,   0
YPK_2744,   0,   2,   0,   0,   0,   0
YPK_2745,   0,   0,   0,   0,   0,   0
YPK_2746,   4,   0,   0,   2,   0,   1
YPK_2747,   0,   0,   6,   0,   0,   0
YPK_2748,   2,   0,   0,   2,   0,   3
YPK_2749,   1,   6,   1,   0,   0,   1
YPK_2750,   0,   0,   0,   0,   0,   0
YPK_2751,   0,   0,   0,   2,   0,   0
YPK_2752,   2,   0,   2,   0,   0,   1
YPK_2753,   0,   2,   0,   0,   0,   0
YPK_2754,   2,   2,   4,   4,   4,   0
YPK_2755,   0,   0,   0,   0,   0,   0
YPK_2756,  12,   8,   0,   0,   2,   1
YPK_2757,   8,   6,   5,   0,   0,   2
YPK_2758,   0,   0,   2,   0,   0,   1
YPK_2759,  15,  13,  30,  19,  15,  11
YPK_2760,   0,   0,   2,   0,   0,   0
YPK_2761,   2,   0,   0,   1,   0,   1
YPK_2762, 116, 102, 210,  53, 207,  35
YPK_2763,  38,  47, 103,  78, 170,  37
YPK_2764, 110,  93, 119,  96, 290,  43
YPK_2765,   2,   0,   0,   0,   0,   0
YPK_2766,   8,   0,   0,   0,   0,   1
YPK_2767,   0,   0,   0,   1,   0,   0
YPK_2768,   3,   4,   6,   5,   1,   4
YPK_2769,   0,   0,   2,   0,   0,   0
YPK_2770,   0,   2,   0,   0,   0,   0
YPK_2771,   2,   0,   0,   0,   0,   0
YPK_2772,   0,   0,   0,   0,   0,   0
YPK_2773,   2,   0,   0,   0,   0,   0
YPK_2774,   0,   2,   0,   0,   0,   0
YPK_2775,   0,   0,   0,   0,   0,   0
YPK_2776,   2,   2,   0,   0,   0,   4
YPK_2777,   0,   2,   0,   0,   0,   0
YPK_2778,   4,   6,   2,   6,  15,   5
YPK_2779,   2,   2,   0,   0,   0,   0
YPK_2780,   8,  13,  11,   2,   4,   3
YPK_2781,   1,   0,   0,   0,   0,   0
YPK_2782,   2,   2,   6,   2,   0,   3
YPK_2783,  16,  10,  12,   2,   8,   2
YPK_2784,  16,  21,  16,   6,   4,   3
YPK_2785,   0,   0,   0,   0,   0,   0
YPK_2786,  14,  22,  16,   4,  10,   9
YPK_2787,   8,   3,   4,  11,   2,   6
YPK_2788,   1,   0,   4,   4,   0,   3
YPK_2789,   7,  13,   7,  16,  13,  15
YPK_2790,   1,   8,   9,   0,   0,   1
YPK_2791,   0,   0,   0,   0,   0,   0
YPK_2792,   3,   0,   0,   1,   4,   1
YPK_2793,   1,   0,   2,   2,   2,   1
YPK_2794,   1,   0,   0,   0,   4,   1
YPK_2795,  23,  18,  10,   8,  14,   8
YPK_2796,   4,   4,   4,   2,   1,   1
YPK_2797,   2,   2,   0,   0,   0,   2
YPK_2798,   2,   7,   0,   6,   4,   5
YPK_2800,   0,   0,   2,   4,   0,   2
YPK_2801,   0,   0,   0,   3,   0,   0
YPK_2802,   0,   0,   1,   0,   0,   0
YPK_2803,   2,   0,   2,   0,   2,   0
YPK_2804,   2,   0,   2,   0,   2,   0
YPK_2805,   0,   0,   8,   0,   2,   0
YPK_2806,   0,   0,   0,   0,   0,   0
YPK_2807,   0,   0,   0,   0,   0,   1
YPK_2808,   2,   0,   0,   0,   0,   0
YPK_2809,   0,   0,   4,   2,   0,   1
YPK_2810,   0,   2,   0,   0,   0,   1
YPK_2811,   0,   2,   0,   0,   2,   1
YPK_2812,   0,   0,   0,   0,   0,   0
YPK_2813,   0,   0,   0,   0,   2,   0
YPK_2814,   0,   0,   4,   1,   2,   1
YPK_2815,   0,   0,   0,   0,   4,   0
YPK_2816,   2,   3,   0,   0,   6,   1
YPK_2817,   0,   0,   0,   0,   3,   2
YPK_2818,   0,   0,   0,   1,   0,   1
YPK_2819,   4,  10,   5,   4,  17,   7
YPK_2820,   0,   0,   1,   0,   0,   0
YPK_2821,   4,   4,   0,   0,   8,   2
YPK_2822,   0,   0,   5,   0,   1,   0
YPK_2823,   2,   7,   7,   0,   1,   1
YPK_2824,   1,   9,   2,   0,   4,   2
YPK_2825,   4,   2,   6,   0,   2,   0
YPK_2826,  13,  12,  10,   6,  16,   2
YPK_2827,   0,   4,   3,   0,   0,   0
YPK_2828,   0,   0,   0,   0,   0,   0
YPK_2829,   0,   0,   0,   0,   0,   0
YPK_2830,   0,   0,   2,   0,   0,   0
YPK_2831,   1,   0,   0,   0,   2,   0
YPK_2832,   2,   0,   2,   0,   0,   0
YPK_2833,   1,   2,   4,   0,   2,   0
YPK_2834,   0,   0,   2,   2,   4,   1
YPK_2835,   0,   2,   2,   0,   2,   0
YPK_2836,   4,   7,   2,   0,   4,   1
YPK_2837,   2,   7,   3,   0,   0,   1
YPK_2838,   0,   6,   8,   2,   0,   2
YPK_2839, 131, 149,  97, 124, 173,  96
YPK_2840,   0,   0,   0,   2,   0,   0
YPK_2841,   9,  18,  17,   4,  10,  10
YPK_2842,  14,  24,  11,  12,  18,  18
YPK_2843,  23,  21,  15,  20,   9,  13
YPK_2844,   2,  14,   3,   2,   6,   2
YPK_2845,   0,   1,   0,   2,   0,   1
YPK_2846,  18,   9,  16,  16,  14,  14
YPK_2847,   0,   2,   0,   0,   0,   0
YPK_2848,  30,  24,  21,   1,   4,   3
YPK_2849,  12,  23,  16,   8,   2,   4
YPK_2850,   1,   2,   0,   0,   0,   3
YPK_2851,   5,   7,   8,   2,   4,   3
YPK_2852,  12,   8,   6,   6,   0,   3
YPK_2853,   2,   4,   0,   0,   0,   0
YPK_2854,   3,   2,   2,   0,   1,   0
YPK_2855, 224, 141, 148, 245, 161, 198
YPK_2856,   0,  14,   6,   4,   4,   4
YPK_2857,   0,   0,   0,   0,   0,   0
YPK_2858,   2,   0,   2,   0,   2,   0
YPK_2859,   0,   0,   0,   0,   0,   0
YPK_2860,   2,   0,   2,   2,   0,   2
YPK_2861,   2,   2,   0,   0,   0,   0
YPK_2862,   0,   0,   2,   0,   0,   0
YPK_2863,   0,   0,   2,   0,   2,   1
YPK_2864,   0,   0,   4,   4,   2,   1
YPK_2865,   8,   6,   1,   2,  10,   5
YPK_2866,   4,   2,   4,   4,   4,   3
YPK_2867,   0,   0,   6,   0,   0,   0
YPK_2868,   0,   0,   0,   0,   0,   0
YPK_2869,   0,   0,   0,   0,   2,   0
YPK_2870,   0,   0,   0,   0,   0,   0
YPK_2871,   2,   0,   0,   0,   2,   0
YPK_2872,   0,   2,   1,   0,   0,   0
YPK_2873,   0,   0,   0,   0,   0,   0
YPK_2874,   0,   5,   4,   2,   0,   1
YPK_2875,   0,   0,   0,   0,   0,   0
YPK_2876,   0,   0,   0,   0,   0,   0
YPK_2877,   0,   0,   0,   0,   0,   0
YPK_2878,   0,   0,   0,   0,   0,   0
YPK_2879,   0,   2,   4,   0,   0,   1
YPK_2880,   0,   2,   2,   0,   2,   0
YPK_2881,   0,   4,   2,   2,   1,   1
YPK_2884,   2,   0,   1,   1,   0,   1
YPK_2885,   0,   1,   8,   0,   0,   0
YPK_2886,   0,   0,   0,   0,   0,   0
YPK_2887,   0,   0,   0,   0,   0,   0
YPK_2888,   2,   0,   0,   0,   0,   0
YPK_2889,   0,   2,   0,   1,   0,   0
YPK_2890,   0,   0,   0,   0,   0,   0
YPK_2891,   0,   0,   0,   2,   0,   1
YPK_2892,   0,   0,   0,   0,   0,   0
YPK_2893,   0,   2,   0,   0,   0,   0
YPK_2894,   0,   0,   0,   0,   0,   0
YPK_2895,   0,   0,   0,   0,   2,   0
YPK_2896,   0,   0,   0,   1,   0,   0
YPK_2897,   0,   0,   0,   0,   0,   0
YPK_2898,  12,   8,  10,   0,   2,   4
YPK_2899,   4,   2,   2,   6,   2,   4
YPK_2900,   3,   0,   7,   6,   8,   5
YPK_2901,   1,   0,   0,   2,   0,   3
YPK_2902,   0,   2,   0,   0,   1,   2
YPK_2903,   6,   2,   2,   2,   0,   2
YPK_2904,   0,   0,   2,   0,   0,   2
YPK_2905,   0,   0,   0,   0,   0,   0
YPK_2906,   4,   0,   2,   0,   0,   1
YPK_2907,   0,   2,   0,   0,   0,   0
YPK_2908,   0,   0,   2,   0,   0,   0
YPK_2909,   0,   0,   0,   0,   0,   0
YPK_2910,   0,   0,   0,   0,   0,   1
YPK_2911,   0,   0,   0,   0,   0,   0
YPK_2912,   0,   0,   0,   0,   0,   0
YPK_2913,   0,   0,   4,   0,   0,   0
YPK_2914,   0,   0,   0,   0,   2,   0
YPK_2915,   0,   0,   0,   0,   0,   0
YPK_2916,   0,   2,   0,   2,   0,   1
YPK_2917,   4,   0,   0,   4,   4,   2
YPK_2918,  16,  13,  18,  18,  37,  17
YPK_2919,   4,   0,   2,   2,   0,   1
YPK_2920,   6,   0,   1,   0,   0,   0
YPK_2921,   2,   0,   0,   0,   0,   0
YPK_2922,   1,   0,   0,   0,   2,   1
YPK_2923,   0,   0,   0,   0,   1,   0
YPK_2924,   0,   0,   0,   0,   0,   1
YPK_2925,   2,   0,   1,   0,   0,   0
YPK_2926,  11,  22,  14,   9,  10,   9
YPK_2927,   0,   0,   0,   0,   0,   0
YPK_2928,   0,   0,   0,   2,   0,   0
YPK_2929,   0,   0,   0,   0,   0,   0
YPK_2930,   0,   0,   0,   0,   0,   0
YPK_2931,   0,   0,   0,   0,   0,   0
YPK_2932,   0,   0,   0,   0,   0,   0
YPK_2933,  12,   6,   4,   8,  10,   5
YPK_2934,   2,   2,   0,   2,   0,   0
YPK_2935,   0,   0,   0,   0,   4,   0
YPK_2936,   0,   0,   0,   0,   0,   0
YPK_2937,   0,   0,   2,   0,   0,   0
YPK_2938,  12,  23,  17,   6,   6,   9
YPK_2939,   2,   0,   4,   0,   0,   0
YPK_2940,   2,   3,   0,   4,   2,   1
YPK_2941,   0,   0,   0,   0,   0,   0
YPK_2942,   0,   0,   0,   0,   0,   1
YPK_2943,  11,   2,   2,   0,   4,   2
YPK_2944,   3,   2,   4,   0,   2,   2
YPK_2945,   8,   2,   4,   1,   2,   1
YPK_2946,   4,   2,   2,   0,   4,   0
YPK_2947,   0,   1,   0,   0,   0,   0
YPK_2948,  30,  19,  21,  35,  34,  28
YPK_2949,  30,  30,  17,  16,   9,  13
YPK_2950,   0,   0,   0,   0,   0,   0
YPK_2951,   0,   0,   0,   0,   0,   0
YPK_2952,   4,   4,   5,   3,   0,   2
YPK_2953,   6,   5,   3,   2,   4,   2
YPK_2954,   2,   5,  13,   9,   5,  11
YPK_2955,  64,  79,  70, 124,  82,  87
YPK_2956,  41,  28,  19,  40,  28,  31
YPK_2957,  18,  12,  10,   4,  11,   6
YPK_2958,   4,  10,   4,   4,   4,   4
YPK_2959,   8,   3,   8,   6,   2,   6
YPK_2960,   1,   0,   6,   0,   2,   0
YPK_2961,   6,  25,   3,   2,   7,   3
YPK_2962,   0,   0,   0,   0,   0,   0
YPK_2963,  34,  10,  13,  16,  17,  10
YPK_2964,  28,  45,  20,  34,  16,  22
YPK_2965,  20,  12,  12,  12,  14,  12
YPK_2966,  11,  16,  12,  11,  13,   9
YPK_2967,  17,  28,  20,  26,  35,  14
YPK_2968,  36,  36,  22,  14,  21,  17
YPK_2969,   9,   4,   2,   7,   6,   3
YPK_2970,   4,   6,   8,   4,   6,   5
YPK_2971,   1,   1,   0,   0,   1,   0
YPK_2972,   1,   0,   3,   2,   0,   1
YPK_2973,  47,  20,  14,  29,  18,  29
YPK_2974,  36,  50,  33,  41,  26,  39
YPK_2975,  11,   2,   6,   0,   0,   0
YPK_2976,   6,  10,   6,  11,  12,   7
YPK_2977,   9,   0,   7,   6,   2,   4
YPK_2978,   3,   5,   0,   0,   0,   0
YPK_2979,   4,   2,   2,   0,   0,   0
YPK_2980,   9,   5,   5,   3,   0,   4
YPK_2981,   0,   0,   0,   0,   0,   1
YPK_2982,   0,   0,   0,   0,   2,   0
YPK_2983,   0,   0,   0,   0,   0,   0
YPK_2984,   2,   2,   2,   0,   0,   2
YPK_2985,   0,   0,   0,   0,   0,   0
YPK_2986,   0,   0,   0,   2,   0,   1
YPK_2987,   0,   0,   0,   0,   0,   0
YPK_2988,   2,   0,   0,   0,   0,   0
YPK_2989,   2,   0,   0,   2,   0,   1
YPK_2990,   4,  16,   8,   4,   8,   3
YPK_2991,  15,  16,  16,  15,   6,  15
YPK_2992,   6,   2,   4,   1,   0,   1
YPK_2993,   0,   0,   2,   0,   0,   0
YPK_2994,  12,   8,  10,  14,  26,  10
YPK_2995,   0,   0,   0,   0,   0,   1
YPK_2996,  22,  14,  18,  16,  15,  12
YPK_2997,  13,   8,  18,   0,  13,   5
YPK_2998,   4,   6,   6,   6,   6,   3
YPK_2999,   5,   7,   4,   0,   0,   3
YPK_3000,   3,   6,   4,   4,   0,   4
YPK_3001,  13,   4,  10,  18,   8,  17
YPK_3002,   0,   0,   2,   0,   0,   0
YPK_3004,   0,   9,   2,   4,   4,   3
YPK_3005,  14,  24,  40,  20,  24,  20
YPK_3006,  10,  15,   0,   3,   4,   1
YPK_3007,   6,   2,   3,   0,   2,   2
YPK_3008,  10,  10,  15,   2,  14,   2
YPK_3009,   8,  11,   2,   2,   0,   3
YPK_3010,   2,   2,   6,   6,   0,   3
YPK_3011,   0,   0,   0,   0,   0,   0
YPK_3012,   1,   0,   0,   3,   0,   2
YPK_3013,   2,   1,   0,   6,   2,   3
YPK_3014,  30,  22,  24,  27,  23,  27
YPK_3015,  36,  40,  22,  12,  16,  14
YPK_3016,   1,   0,   0,   5,   2,   3
YPK_3017,   0,  10,   0,   0,   2,   0
YPK_3018,   0,   2,   2,   0,   0,   0
YPK_3019,   4,   4,   1,   0,   2,   1
YPK_3020,   3,   5,   1,  10,   4,   4
YPK_3021,  18,   1,   4,   3,   4,   3
YPK_3022,   1,   2,   0,   6,   0,   4
YPK_3023,  21,   6,   2,  12,  12,   5
YPK_3024,  29,  18,  14,   6,  13,   7
YPK_3025,   5,   5,   4,   0,   8,   3
YPK_3026,   4,   2,   8,   0,   2,   2
YPK_3027,   2,   8,   2,   2,   7,   2
YPK_3028,  16,  20,  10,   2,  10,   2
YPK_3029,   0,   0,   0,   0,   0,   0
YPK_3030,   0,   0,   0,   0,   0,   0
YPK_3031,  36,  58,  62,  28,  36,  13
YPK_3032,   4,   1,   0,   0,   0,   0
YPK_3033,   0,   0,   0,   0,   0,   0
YPK_3034,   1,   2,   2,   0,   0,   0
YPK_3035,  19,  27,  36,  20,  20,   9
YPK_3036,   0,   0,   0,   0,   2,   0
YPK_3037,   0,   2,   0,   0,   0,   0
YPK_3038,   0,   2,   0,   0,   0,   0
YPK_3039,   8,   4,   4,   0,   0,   0
YPK_3040,   2,   0,   4,   2,   0,   2
YPK_3041,   0,   0,   0,   0,   0,   1
YPK_3042,   0,   0,   0,   0,   0,   0
YPK_3043,   0,   0,   0,   0,   0,   0
YPK_3044,   0,   0,   0,   0,   0,   0
YPK_3045,   0,   0,   0,   0,   0,   0
YPK_3046,   0,   2,   2,   0,   0,   0
YPK_3047,   0,   0,   0,   0,   0,   0
YPK_3048,   4,   0,   0,   0,   2,   0
YPK_3049,   6,   2,   0,   4,   0,   2
YPK_3050,   0,   0,   0,   0,   0,   0
YPK_3051,   2,  10,   3,   2,   2,   3
YPK_3052,   0,   0,   0,   0,   0,   0
YPK_3053,   4,   0,   2,   4,   6,   5
YPK_3054,   0,   2,   0,   0,   0,   0
YPK_3055,   0,   0,   0,   0,   0,   0
YPK_3056,   0,   0,   0,   0,   0,   0
YPK_3057,   2,   0,   0,   0,   0,   0
YPK_3058,   0,   0,   0,   0,   0,   0
YPK_3059,   0,   0,   0,   0,   0,   0
YPK_3060,   0,   0,   0,   2,   0,   1
YPK_3061,   0,   0,   0,   0,   0,   0
YPK_3062,   0,   0,   0,   0,   0,   0
YPK_3063,   0,   0,   0,   4,   0,   2
YPK_3064,   1,   0,   0,   0,   2,   0
YPK_3067,  14,  18,  27,   2,   4,   3
YPK_3068,   4,   4,   0,   0,   2,   1
YPK_3069,   6,  13,  10,   4,   0,   3
YPK_3070,   2,   2,   3,   0,   4,   0
YPK_3071,   0,   0,   2,   0,   0,   0
YPK_3072,   4,   2,  10,   0,   5,   0
YPK_3073,  20,  11,  10,  12,   9,   5
YPK_3074,   4,   0,   0,   0,   0,   1
YPK_3075,   1,   2,   2,   0,   0,   2
YPK_3076,   0,   0,   2,   0,   4,   3
YPK_3077,   0,   7,   0,   0,   0,   0
YPK_3078,   0,   0,   0,   0,   0,   0
YPK_3079,   0,   0,   0,   0,   0,   0
YPK_3080,   0,   0,   0,   0,   0,   0
YPK_3081,   0,   0,   0,   0,   0,   0
YPK_3082,   0,   0,   0,   0,   2,   1
YPK_3083,   0,   0,   0,   0,   0,   0
YPK_3084,   1,   0,   0,   0,   0,   0
YPK_3085,   0,   0,   0,   0,   3,   0
YPK_3086,   1,   4,   0,   1,   1,   0
YPK_3087,   0,   0,   7,   0,   5,   0
YPK_3088,   2,   0,   0,   0,   0,   0
YPK_3089,   0,   0,   0,   0,   0,   0
YPK_3090,   0,   0,   0,   0,   0,   0
YPK_3091,   0,   0,   0,   0,   0,   0
YPK_3092,   0,   2,   0,   0,   0,   0
YPK_3093,   0,   0,   0,   0,   0,   0
YPK_3094,   3,   0,   0,   0,   2,   0
YPK_3095,   3,   2,   0,   0,   0,   3
YPK_3096,   1,   0,   0,   0,   0,   0
YPK_3097,  14,  22,  32,  22,  11,  18
YPK_3098,   0,   0,   4,   4,   1,   0
YPK_3099,   0,   0,   0,   2,   0,   1
YPK_3100,   0,   0,   0,   0,   0,   0
YPK_3101,   0,   0,   0,   0,   5,   0
YPK_3102,  10,   7,   6,   2,   4,   0
YPK_3103,   1,   6,   2,   4,   6,   4
YPK_3104,   1,   2,   4,   4,  12,   6
YPK_3105,   9,   7,   1,   6,  11,   3
YPK_3106,   0,   0,   1,   2,   2,   0
YPK_3107,   0,   0,   0,   2,   0,   1
YPK_3108,   0,   0,   2,   0,   4,   1
YPK_3109,   0,   0,   2,   2,   4,   4
YPK_3110,   2,   1,   0,   0,   0,   1
YPK_3111,   0,   2,   0,   0,   0,   0
YPK_3112,   0,   0,   4,   0,   0,   0
YPK_3113,   4,   0,   0,   0,   1,   0
YPK_3114,   2,   0,   0,   0,   0,   0
YPK_3115,   2,   0,   0,   0,   0,   0
YPK_3116,   0,   0,   0,   0,   0,   0
YPK_3117,   0,   0,   0,   0,   4,   0
YPK_3118,   0,   0,   0,   0,   0,   0
YPK_3119,   2,   2,   0,   2,   4,   1
YPK_3120,   2,   0,   0,   0,   0,   1
YPK_3121,   0,   0,   0,   2,   0,   1
YPK_3122,   4,   4,   0,   0,   4,   1
YPK_3123,   0,   0,   0,   0,   0,   0
YPK_3124,   0,   0,   0,   0,   0,   0
YPK_3125,   0,   0,   0,   0,   0,   0
YPK_3126,   0,   0,   0,   0,   0,   0
YPK_3127,   0,   0,   0,   0,   0,   0
YPK_3128,   0,   6,   0,   0,   0,   0
YPK_3129,   0,   0,   0,   0,   0,   0
YPK_3130,   0,   0,   0,   0,   1,   0
YPK_3131,   0,   0,   0,   0,   0,   0
YPK_3132,   0,   0,   0,   0,   0,   0
YPK_3133,   0,   1,   0,   0,   0,   0
YPK_3134,   0,   0,   0,   0,   0,   0
YPK_3135,   0,   3,   2,   2,   0,   2
YPK_3136,   2,   1,   0,   0,   0,   0
YPK_3137,   0,   0,   0,   0,   4,   0
YPK_3138,   0,   0,   0,   2,   0,   1
YPK_3139,   0,   0,   0,   0,   0,   0
YPK_3140,   0,   0,   0,   2,   0,   1
YPK_3141,   0,   2,   0,   0,   0,   0
YPK_3142,   2,   2,   4,   4,   8,   3
YPK_3143,   0,   0,   0,   0,   0,   0
YPK_3144,   8,  10,   1,  14,   2,   8
YPK_3145,   6,   2,   0,  10,   4,   4
YPK_3146,   0,   2,   0,   0,   0,   1
YPK_3147,   4,   4,   1,   4,   0,   3
YPK_3148,   0,   0,   0,   0,   0,   0
YPK_3149,   8,   6,   2,   0,   2,   3
YPK_3150,   4,  10,   0,   0,   4,   0
YPK_3151,   8,   2,   4,   4,   1,   2
YPK_3152,  10,  18,  14,  16,  16,  12
YPK_3153,  47,  28,  19,  20,  28,  24
YPK_3154,   2,   0,   2,   2,   0,   1
YPK_3155,   2,   0,   3,   0,   0,   0
YPK_3156,   5,   0,   4,   0,   0,   0
YPK_3157,   2,   2,   0,   0,   4,   0
YPK_3158,   0,   2,   0,   0,   0,   0
YPK_3159,   2,   0,   0,   0,   0,   0
YPK_3160,   5,   4,   4,   4,   0,   3
YPK_3161,  28,   6,  14,  18,   8,  11
YPK_3162,   0,   0,   4,   0,   2,   0
YPK_3163,   2,   0,   0,   4,   0,   3
YPK_3164,   8,  14,   6,   0,  12,   5
