Geneid,sampleTreat_1.sam,sampleTreat_2.sam,sampleTreat_3.sam,sampleCtrl_1.sam,sampleCtrl_2.sam,sampleCtrl_3.sam
YPK_3725,  18,  25,  27,  35,  28,  26
YPK_3726,  37,  41,  33,  14,  21,  22
YPK_3727,  54,  62, 104,  57,  47,  34
YPK_3728,   2,   7,   0,   2,   1,   2
YPK_3729,   2,   6,   1,   0,   3,   0
YPK_3730, 117, 115, 146, 129, 100,  82
YPK_3731,  16,  18,  15,  11,   9,   4
YPK_3732,   1,   0,   0,  10,   2,   6
YPK_3733,   8,   7,   6,   1,   5,   1
YPK_3734,  13,  33,  14,  20,  22,  15
YPK_3735,   6,  18,   9,   3,   6,   5
YPK_3736,  42,  19,  18,  18,   8,  17
YPK_3737,   0,   0,   0,   0,   2,   2
YPK_3738,  14,   0,  10,   1,   4,   2
YPK_3739,   2,  10,   2,   7,   6,   7
YPK_3740,   8,   2,   4,   0,   0,   0
YPK_3741,   0,   0,   2,   1,   2,   0
YPK_3742,   0,   0,   4,   2,   0,   1
YPK_3743,   2,   4,   6,   4,   2,   5
YPK_3744,   0,   4,   2,   0,   1,   0
YPK_3745,   0,   0,   2,   0,   1,   1
YPK_3746,   6,   2,   7,   2,   0,   3
YPK_3747,   0,   0,   0,   0,   0,   0
YPK_3748,   0,   0,   0,   0,   0,   0
YPK_3749,   0,   0,   0,   0,   0,   0
YPK_3750,   0,   0,   0,   0,   0,   0
YPK_3751,   0,   0,   0,   0,   0,   0
YPK_3752,   2,   0,   0,   0,   0,   1
YPK_3753,  24,  16,  14,   8,  12,   9
YPK_3754,   2,   6,   0,   2,   0,   2
YPK_3755,   0,   0,   0,   0,   6,   1
YPK_3756,  24,  24,   9,  15,  18,  16
YPK_3757,  10,  16,  20,   9,  10,  13
YPK_3758,  13,  14,  10,   8,   2,   5
YPK_3759,   1,   0,   0,   0,   0,   0
YPK_3760,   0,   2,   2,   0,   2,   0
YPK_3761,  28,  26,  36,  14,  30,  18
YPK_3762,   2,   4,   0,   2,   2,   3
YPK_3763,   0,   5,   6,   5,   4,   3
YPK_3764,   1,   1,   3,   7,   8,   3
YPK_3765,   8,  17,   8,  16,   8,  11
YPK_3766,   6,  10,   6,  10,  14,   6
YPK_3767,  14,  23,  20,  17,  14,  14
YPK_3768,   1,   3,   3,   0,   3,   2
YPK_3769,   6,  13,   5,   0,  13,   3
YPK_3770,   6,   7,   4,   4,   0,   2
YPK_3771,   8,   2,   3,   2,   2,   1
YPK_3772,   4,   2,   3,   0,   0,   0
YPK_3773,  16,  15,  36,   6,   6,   6
YPK_3774,   4,   2,   0,   1,   0,   0
YPK_3775,   6,   7,   3,   6,   4,   6
YPK_3776,   2,   2,   2,   0,   0,   1
YPK_3777,   0,   0,   0,   0,   0,   0
YPK_3778,   6,   2,   6,   6,   2,   4
YPK_3779,   0,   4,   6,   0,   0,   1
YPK_3780,   6,   4,   8,   2,   0,   1
YPK_3781,   6,  10,  12,   5,  14,   8
YPK_3782,  15,   3,   5,  10,  10,   6
YPK_3783,   9,   2,  11,  13,   8,   9
YPK_3784,  27,  20,  30,  56,  33,  48
YPK_3785,   1,   0,   0,   0,   3,   0
YPK_3786,  11,   6,   0,   0,   0,   0
YPK_3787,  16,   5,   8,   2,   6,   1
YPK_3788,  28,   5,  16,  14,  22,   8
YPK_3789,   0,   0,   0,   2,   2,   1
YPK_3790,   8,   4,   2,   2,   3,   1
YPK_3791,  46,  46,  43,  31,  46,  31
YPK_3792,   0,   4,   0,   0,   0,   1
YPK_3793,  38,  75,  51,  44,  56,  47
YPK_3794,   0,   1,   2,   0,   0,   0
YPK_3795,  20,  21,  13,  24,  18,  17
YPK_3796,  29,  27,  20,  21,  13,  13
YPK_3797,  16,  12,  17,   4,  10,   7
YPK_3798,   0,   0,   0,   0,   0,   0
YPK_3799,  10,  11,   8,  11,  11,   8
YPK_3800,  25,  53,  50,  43,  51,  32
YPK_3801,  22,   9,  24,   5,   9,   4
YPK_3802,  12,  12,   2,   0,   7,   1
YPK_3803,   2,   0,   2,   1,   2,   1
YPK_3804,   0,  11,   3,   3,   6,   3
YPK_3805,   2,   0,   9,   0,   2,   2
YPK_3807,   0,   0,   0,   2,   0,   1
YPK_3808,   7,   4,   2,   0,   0,   1
YPK_3809,  18,   8,   6,   1,   4,   5
YPK_3810,   0,   4,   0,   4,   2,   2
YPK_3811,   0,   0,  10,   4,   4,   2
YPK_3812,   4,   2,   2,   0,   0,   2
YPK_3813, 121, 118, 153,  31,  88,  24
YPK_3814,  28,  13,  24,   2,  12,   3
YPK_3815,   9,   3,  16,   3,   7,   6
YPK_3816,  14,  14,   2,   3,   5,   3
YPK_3817,   1,   0,   0,   2,   0,   1
YPK_3818,  16,  19,   0,   7,   2,   2
YPK_3819,   0,  14,   2,   0,   0,   2
YPK_3820,   1,   0,   3,   3,   0,   0
YPK_3821,  21,   2,   9,   5,   6,   4
YPK_3822, 296, 307, 305, 265, 173, 220
YPK_3823,  29,  38,  43,  22,   9,  23
YPK_3824,   1,   8,   4,   2,   2,   3
YPK_3825, 173, 173, 204, 107, 141,  70
YPK_3826,  32,  50,  25,  10,  20,  11
YPK_3827,   4,   5,   2,   0,   2,   4
YPK_3828,   8,   2,   3,   0,   7,   0
YPK_3829,   0,   4,  20,  10,  16,   4
YPK_3830,   0,   0,   1,   2,   0,   1
YPK_3831,   2,   4,   5,   0,   2,   2
YPK_3832,   3,   3,   3,   4,   2,   6
YPK_3834,   0,   0,   0,   0,   0,   0
YPK_3835,   0,   0,   0,   0,   0,   0
YPK_3836,   0,   0,   0,   0,   0,   0
YPK_3837,   0,   6,   6,   8,  10,   3
YPK_3838,   0,   0,   0,   2,   0,   0
YPK_3839,   0,   0,   0,   0,   0,   0
YPK_3840,   4,   0,   0,   2,   0,   1
YPK_3841,  16,   8,  26,   4,  18,   4
YPK_3842,   0,   0,   0,   0,   2,   0
YPK_3843,   0,   0,   0,   0,   0,   0
YPK_3844,   0,   0,   0,   0,   0,   0
YPK_3845,   0,   0,   0,   2,   0,   1
YPK_3846,   2,   0,   0,   2,   0,   2
YPK_3847,   2,   2,   0,   0,   0,   0
YPK_3848,   0,   0,   0,   0,   0,   0
YPK_3849,   0,   2,   0,   0,   0,   0
YPK_3850,  18,  28,  38,   2,  13,   2
YPK_3851,   4,   5,   2,   6,   2,   4
YPK_3852,   4,   4,   0,   2,   0,   0
YPK_3853,   5,  10,   1,   6,   7,   4
YPK_3854,   7,   2,   2,   5,   4,   3
YPK_3855,   9,   9,   4,   2,   6,   5
YPK_3856,   8,   2,   5,   2,   7,   2
YPK_3857,   0,   0,   2,   0,   0,   2
YPK_3858,   2,   2,  10,   6,   2,   6
YPK_3859,  21,  23,  46,  12,  20,  11
YPK_3860,   2,   8,  14,   0,   8,   1
YPK_3861,   0,   2,   4,   0,   0,   0
YPK_3862,  14,  20,  20,  12,   6,  12
YPK_3863,   2,   1,   0,   0,   0,   0
YPK_3864,   6,   0,   3,   2,   0,   1
YPK_3865,   0,   0,   0,   0,   0,   1
YPK_3866,   0,   0,   2,   0,   2,   0
YPK_3867,   0,   0,   2,   2,   0,   1
YPK_3868,   0,   0,   0,   0,   0,   0
YPK_3869,   2,   2,   0,   0,   0,   0
YPK_3870,   2,   2,   2,   0,   2,   1
YPK_3871,   0,   0,   0,   0,   0,   1
YPK_3872,   4,   4,   4,   2,   0,   3
YPK_3873,  18,  54,  46,  31,  28,  20
YPK_3874,   8,  10,  13,   9,   6,   7
YPK_3875,   7,   3,   2,   1,   2,   3
YPK_3876,  12,  12,  15,   4,   5,   7
YPK_3877,  11,  10,   2,   0,   2,   6
YPK_3878,   2,   4,   0,   0,   0,   0
YPK_3879,   0,   0,   3,   4,   0,   2
YPK_3880,   2,   6,   6,   0,   1,   1
YPK_3881,   6,   0,   4,   2,   0,   2
YPK_3882,   4,   2,   2,   0,   0,   1
YPK_3883,   2,   2,   0,   0,   0,   0
YPK_3884,   4,   0,   0,   0,   0,   0
YPK_3885,   0,   0,   0,   2,   0,   0
YPK_3886,   2,   0,   4,   0,   0,   0
YPK_3887,   0,   0,   0,   0,   0,   0
YPK_3888,   0,   0,   0,   0,   0,   0
YPK_3889,   0,   0,   4,   6,   2,   4
YPK_3890,   6,   6,   5,   6,   0,   3
YPK_3891,   2,   0,   1,   0,   3,   2
YPK_3892,   1,   2,   0,   2,   2,   2
YPK_3893,   0,   2,   0,   2,   2,   2
YPK_3894,   0,   2,   5,   2,   0,   1
YPK_3895,   0,   0,   0,   0,   0,   0
YPK_3896,   3,   0,   0,   0,   0,   0
YPK_3897,   4,   5,   2,   2,   3,   0
YPK_3898,  15,  16,  13,   6,  16,   5
YPK_3899,   0,   0,   2,   0,   0,   0
YPK_3900,   0,   0,   0,   0,   0,   0
YPK_3901,   0,   0,   0,   0,   0,   0
YPK_3902,   0,   0,   0,   0,   0,   1
YPK_3903,   0,   0,   0,   0,   0,   0
YPK_3904,   0,   0,   1,   0,   0,   0
YPK_3905,   0,   0,   0,   0,   0,   1
YPK_3906,   0,   0,   0,   0,   0,   0
YPK_3907,   0,   0,   0,   0,   0,   0
YPK_3908,   0,   1,   0,   0,   0,   0
YPK_3909,   0,   0,   0,   0,   0,   0
YPK_3910,   0,   0,   0,   0,   0,   0
YPK_3911,   0,   0,   0,   0,   0,   0
YPK_3912,   0,   0,   0,   0,   0,   0
YPK_3913,   0,   0,   0,   0,   0,   0
YPK_3914,   0,   0,   0,   0,   0,   0
YPK_3915,   0,   0,   0,   0,   0,   0
YPK_3916,   0,   0,   2,   0,   0,   0
YPK_3917,   0,   0,   0,   0,   0,   0
YPK_3918,   0,   4,   0,   0,   0,   0
YPK_3919,   0,   0,   0,   0,   0,   0
YPK_3920,  16,   4,   2,   2,   2,   4
YPK_3921,   0,   0,   3,   2,   0,   1
YPK_3922,   6,   0,   0,   0,   0,   0
YPK_3923,   0,   1,   0,   0,   0,   2
YPK_3924,   0,  11,   2,   0,   8,   2
YPK_3925,  28,  12,  18,   8,   3,   6
YPK_3926,   2,  11,   5,  12,   8,   8
YPK_3929,   3,   4,   4,   6,   0,   3
YPK_3930,   2,   2,   0,   4,   0,   1
YPK_3931,   2,   0,   0,   0,   1,   0
YPK_3932,   6,  10,  17,  22,   5,  13
YPK_3933,   2,   0,   4,   0,   0,   1
YPK_3934,   2,   2,   0,   0,   4,   1
YPK_3935,   5,   4,   2,   2,   2,   3
YPK_3936,  13,   5,   0,   0,   3,   0
YPK_3937,   2,   0,   7,   0,   5,   1
YPK_3938,   3,   2,   3,  10,   5,   5
YPK_3939,   1,   0,   0,   2,   0,   3
YPK_3940,   2,   0,   4,   4,   2,   2
YPK_3941,   6,  11,   7,   7,   0,   3
YPK_3942,   9,  11,   9,   2,   4,   1
YPK_3943,  14,   8,   4,   6,   6,   4
YPK_3944,   3,   4,   2,   0,   4,   0
YPK_3945,   7,   0,  10,   7,   2,   6
YPK_3946,   6,   6,  14,   0,  16,   1
YPK_3947,   5,   5,   4,   5,   3,   2
YPK_3948,   4,  11,  12,   0,   4,   3
YPK_3949,   6,   7,   8,   0,   0,   0
YPK_3950,   6,  10,   4,   6,   6,   9
YPK_3951,   3,   6,   8,   2,   0,   3
YPK_3952,   9,  14,  14,  10,  15,  11
YPK_3953,   0,   0,   0,   0,   0,   1
YPK_3954,   0,   0,   0,   0,   0,   0
YPK_3955,   8,   0,   4,   4,   6,   2
YPK_3956,   6,   0,   2,   0,   2,   2
YPK_3957,   0,   2,   0,   0,   0,   0
YPK_3958,   1,   9,   4,   1,   2,   2
YPK_3959,   3,   2,   0,   0,   2,   0
YPK_3960,   0,   0,   0,   0,   0,   0
YPK_3961,   0,   0,   0,   0,   0,   0
YPK_3962,   2,   0,   2,   0,   0,   0
YPK_3963,   0,   2,   0,   0,   0,   0
YPK_3964,   0,   0,   0,   0,   0,   0
YPK_3965,   0,   0,   0,   0,   0,   0
YPK_3966,   0,   0,   0,   0,   0,   0
YPK_3967,   1,   0,   0,   0,   0,   0
YPK_3968,   0,   0,   0,   0,   0,   0
YPK_3969,   0,   0,   0,   0,   0,   0
YPK_3970,   0,   0,   0,   0,   0,   0
YPK_3971,   1,   4,   0,   0,   3,   1
YPK_3972,   4,   2,   0,   0,   4,   1
YPK_3973,   1,   2,   0,   0,   0,   2
YPK_3974,   0,   2,   0,   0,   2,   0
YPK_3975,   0,   2,   0,   0,   1,   0
YPK_3976,  16,   8,  14,  26,  11,  16
YPK_3977,   9,  10,   5,   5,   4,   5
YPK_3978,   4,   3,   0,   0,   3,   1
YPK_3979,   8,   8,  19,  12,   4,   6
YPK_3980,   4,   2,   2,   0,   2,   0
YPK_3981,   0,   0,   0,   1,   0,   0
YPK_3982,   0,   0,   4,   0,   1,   1
YPK_3983,   1,   0,   0,   0,   0,   0
YPK_3984,   2,   4,   6,   2,   4,   2
YPK_3985,   8,   8,   0,   4,   0,   1
YPK_3986,   0,   2,   4,   0,   0,   0
YPK_3987,   5,   0,   6,   2,   0,   0
YPK_3988,   8,  12,  10,  14,  10,  12
YPK_3989,  29,  33,  32,   6,  19,   1
YPK_3990,  12,   2,  29,   6,  39,   3
YPK_3991,   4,  16,  22,  13,  39,   5
YPK_3992,   0,   1,   4,   0,   4,   1
YPK_3993,   0,   0,   0,   2,   0,   2
YPK_3994,  14,  16,   8,   0,   8,   3
YPK_3995,   9,   2,   3,   2,   3,   3
YPK_3996,   0,   2,   2,   0,   4,   0
YPK_3997,   0,   4,   2,   2,   0,   1
YPK_3998,   1,   6,   0,   2,   0,   4
YPK_3999,   1,   2,   2,   2,   0,   2
YPK_4000,   0,   2,   0,   0,   0,   0
YPK_4001,   0,   2,   2,   0,   0,   3
YPK_4002,   0,   0,   0,   2,   0,   2
YPK_4003,   0,   0,   0,   0,   0,   0
YPK_4004,  73,  59,  70,  12,  46,  21
YPK_4005,  68,  46,  47,  17,  39,  15
YPK_4006,  16,   8,  15,   4,   4,   3
YPK_4007,   5,  22,   5,  16,  15,  14
YPK_4008,   0,   4,   3,   2,   2,   0
YPK_4009,   2,   0,   0,   3,   3,   1
YPK_4010,  17,   6,   5,   2,   1,   3
YPK_4011,   5,   6,   0,   0,   3,   0
YPK_4012,   0,   4,   0,   1,   4,   2
YPK_4013,   1,   4,   0,   2,   2,   1
YPK_4014,   1,   1,   0,  10,   2,   2
YPK_4015,  12,  18,  20,  15,  18,  17
YPK_4016,   1,   8,   5,   2,   0,   1
YPK_4017,   0,   2,   1,   6,   2,   2
YPK_4018,   3,   3,   0,   2,  10,   5
YPK_4019,  10,   8,   0,   2,   6,   5
YPK_4021,   3,   0,   0,   2,   0,   2
YPK_4022,   8,   6,   4,   2,   2,   0
YPK_4023,   0,   2,   0,   6,   4,   5
YPK_4024,   1,   4,   9,   0,   3,   2
YPK_4025,   0,   2,   0,   2,   0,   2
YPK_4026,   6,   8,   4,   4,   3,   2
YPK_4027,   7,   0,   6,   0,   0,   0
YPK_4028,   2,   5,   1,   6,   7,   2
YPK_4029,   6,  11,   2,   8,   7,  10
YPK_4030,   9,  11,  10,   4,   7,   5
YPK_4031,   8,   7,   4,   9,   3,   6
YPK_4032,  10,  10,   4,  14,   2,   8
YPK_4033,   2,   2,   2,   6,   4,   3
YPK_4034,  59,  37,  23,  20,  34,  16
YPK_4035,  16,  30,  27,  22,  14,  16
YPK_4036,   8,  22,   8,   4,   3,  11
YPK_4037,   9,   4,   4,   4,   7,   9
YPK_4038,   5,   2,   6,   4,   3,   4
YPK_4039,   0,   0,   0,   0,   0,   0
YPK_4040,   2,   1,   0,   2,   0,   1
YPK_4041,   0,   0,   0,   0,   0,   0
YPK_4042,   0,   0,   0,   0,   0,   0
YPK_4043,   0,   2,   0,   0,   0,   0
YPK_4044,   0,   0,   0,   0,   0,   0
YPK_4045,   0,   0,   2,   2,   4,   1
YPK_4046,   2,   0,   1,   3,   2,   1
YPK_4047,   0,   0,   0,   0,   0,   0
YPK_4048,   0,   0,   0,   0,   0,   0
YPK_4049,   0,   0,   0,   0,   0,   0
YPK_4050,   2,   0,   0,   0,   4,   1
YPK_4051,   8,  12,  18,  10,  20,   8
YPK_4052,   0,   2,   4,   0,   0,   1
YPK_4053,   0,   0,   0,   0,   0,   0
YPK_4054,   0,   0,   0,   0,   0,   0
YPK_4055,   0,   0,   0,   0,   0,   0
YPK_4056,   9,   2,   0,   4,   4,   3
YPK_4057,  12,   2,  11,  11,   8,   8
YPK_4058,   0,   1,   0,   0,   0,   0
YPK_4059,   2,  10,   2,   2,   6,   2
YPK_4060,   0,   0,   2,   2,   0,   1
YPK_4061,   0,   4,   8,   0,   2,   3
YPK_4062,   0,   3,   8,   1,   4,   1
YPK_4063,  10,  15,  17,  10,   2,   7
YPK_4064,   0,   0,   0,   1,   0,   1
YPK_4065,   1,   2,   2,   0,   0,   0
YPK_4066,   0,   0,   6,   4,   2,   2
YPK_4067,   0,   0,   0,   0,   2,   0
YPK_4068,   4,   0,   4,   0,   0,   0
YPK_4072,   7,   1,   5,   4,   4,   3
YPK_4073,   0,   2,   2,   0,   4,   0
YPK_4074,   2,   0,   2,   0,   0,   1
YPK_4075,  14,   2,   0,   1,   4,   2
YPK_4076,   8,   0,   2,   8,  14,   8
YPK_4077,   0,   0,   0,   0,   0,   0
YPK_4078,   2,   6,   7,   2,   6,   1
YPK_4079,   1,   6,   3,   4,   4,   4
YPK_4080,   4,   0,   3,   0,   2,   1
YPK_4081,   0,   2,   0,   0,   0,   0
YPK_4082,   0,   2,   2,   0,   0,   0
YPK_4083,   0,   0,   0,   0,   0,   2
YPK_4084,   0,   0,   0,   0,   2,   2
YPK_4085,   0,   0,   2,   4,   0,   2
YPK_4086,   0,   0,   0,   0,   0,   0
YPK_4087,   0,   6,   2,   4,   2,   3
YPK_4088,   2,   0,   2,   4,   0,   1
YPK_4089,   4,   0,   0,   2,   5,   1
YPK_4090,   6,   8,   6,   2,   4,   5
YPK_4091,  38,  48,  23,  18,  17,  28
YPK_4092,   0,   0,   0,   2,   0,   0
YPK_4093,   0,   0,   2,   2,   0,   0
YPK_4094,   0,   5,   4,   4,   0,   3
YPK_4095,   2,   2,   0,   0,   1,   0
YPK_4096,   4,   1,   0,   0,   2,   0
YPK_4097,   1,   2,   0,   0,   0,   0
YPK_4098,   8,  11,   8,   4,   6,   4
YPK_4099,   2,   0,   6,   2,   0,   1
YPK_4100,   0,   0,   0,   0,   0,   0
YPK_4101,  11,  10,  12,   6,  12,   3
YPK_4102,   4,   9,   4,   0,   0,   3
YPK_4103,   2,   0,   5,   4,   2,   4
YPK_4104,  28,  30,  21,  21,   9,  21
YPK_4105,   2,   2,   4,   6,   2,   3
YPK_4106,  24,  23,  16,   0,   8,   0
YPK_4107,   2,   1,   2,   0,   0,   0
YPK_4108,   0,  10,   0,   0,   2,   1
YPK_4109,   0,   0,   0,   0,   0,   0
YPK_4110,   2,   0,   0,   0,   0,   0
YPK_4111,  30,  62,  47,  22,  26,  14
YPK_4112,  13,  14,  57,   3,  36,   1
YPK_4113,  96,  90, 147,  26,  59,  18
YPK_4114,   0,   2,   6,   0,   0,   3
YPK_4115,   4,   6,   6,   8,   0,   6
YPK_4116,   2,   2,   0,   0,   0,   1
YPK_4117,   0,   0,   5,   2,   0,   1
YPK_4118,  81,  68, 104,  44,  56,  33
YPK_4119,   6,   8,  10,   4,   0,   4
YPK_4120,   0,   0,   0,   0,   0,   0
YPK_4121,   0,   0,   1,   6,   0,   3
YPK_4122,   5,   5,  34,   4,  10,   4
YPK_4123,   3,   0,   2,   1,   0,   1
YPK_4124,   0,   0,   0,   0,   0,   0
YPK_4125,   2,   0,   1,   0,   0,   0
YPK_4126,  98,  52,  62,  38,  37,  39
YPK_4127,   0,   8,   0,   2,   1,   0
YPK_4128,   0,   0,   0,   0,   0,   0
YPK_4129,   4,   6,   9,   2,   6,   1
YPK_4130,   0,   2,   1,   0,   0,   0
YPK_4131,   0,   1,   4,   2,   2,   2
YPK_4132,   2,   4,   8,   5,  10,   4
YPK_4133,   8,  12,  11,   1,   2,   2
YPK_4134,   1,   0,   1,   4,   0,   1
YPK_4135,   3,   0,   2,   0,   0,   0
YPK_4136,   9,   4,   2,   6,   8,   5
YPK_4137,   9,  20,   4,   3,  11,   6
YPK_4138,  17,  18,   8,  16,  18,  17
YPK_4139,   1,  10,   1,   2,   2,   3
YPK_4140,   5,   2,   2,   0,   2,   1
YPK_4141,  35,  16,  19,   6,  12,   7
YPK_4142,  18,  31,  22,   8,  11,   5
YPK_4143,   2,   4,   4,   0,   2,   0
YPK_4144,  30,  11,  22,   4,  12,   2
YPK_4145,  22,  13,  26,   0,  14,   0
YPK_4146,  13,   6,   2,  12,  23,  18
YPK_4147,   5,  14,   4,   0,   0,   7
YPK_4148,   4,   4,   0,   2,   2,   2
YPK_4149,   4,   2,   8,   0,   2,   5
YPK_4150,   2,   0,   0,   2,   7,   1
YPK_4151,   0,   1,   0,   0,   0,   0
YPK_4152,   0,   0,   2,   0,   2,   0
YPK_4153,   4,   2,   9,   5,   8,   2
YPK_4154,  16,   3,   4,  13,   5,  11
YPK_4155,   0,   2,   2,  12,   1,   7
YPK_4156,   0,   2,   8,   8,   8,   5
YPK_4157,   3,   4,   0,   1,   2,   0
YPK_4158,   4,   0,   0,   6,   0,   3
YPK_4159,   0,   0,   0,   0,   0,   0
YPK_4160,   0,   2,   2,   0,   0,   2
YPK_4161,   4,   4,   6,   6,   0,   3
YPK_4162,  28,  20,   9,   3,  13,  15
YPK_4163,  13,  28,  19,  15,  14,  13
YPK_4164,   2,   0,   0,   4,   1,   2
YPK_4165,   2,   0,   1,   0,   0,   0
YPK_4166,   0,   0,   0,   0,   0,   0
YPK_4167,   0,   2,   0,   8,   2,   4
YPK_4168,   0,   0,   0,   0,   0,   0
YPK_4169,   1,   0,   0,   0,   0,   0
YPK_4170,   0,   0,   2,   2,   0,   2
YPK_4171,   0,   2,   2,   2,   0,   1
YPK_4172,   0,   0,   0,   0,   0,   1
YPK_4173,  14,  10,  20,  16,   0,   5
YPK_4174,   0,   0,   0,   2,   0,   1
YPK_4175,   2,   5,   2,   2,   2,   2
YPK_4176,  16,  16,  11,  10,   5,  11
YPK_4177,  11,  10,   5,  19,   6,   8
YPK_4178,   9,   6,   5,  11,   7,  11
YPK_4179,   1,   7,   0,   0,   0,   0
YPK_4180,   2,   2,   2,   1,   2,   2
YPK_4181,   2,   0,   0,   2,   0,   1
YPK_4182,   2,   0,   0,   0,   0,   0
YPK_4183,   2,   4,   0,   0,   0,   3
YPK_4184,   2,   1,   2,   0,   8,   1
YPK_4185,   2,   3,   0,   3,   2,   1
YPK_4186,   2,   0,   0,   4,   0,   1
YPK_4187,   2,   0,   4,   0,   3,   0
YPK_4188,  38,  52,  36,  36,  28,  27
YPK_4189, 105,  72,  24,  84,  54,  69
YPK_4190,   6,   2,   0,   3,   0,   2
YPK_4191,   2,   4,   4,   2,   0,   2
YPK_4192,   8,   6,  15,   1,   6,  10
YPK_4193,  22,  24,  19,   5,   8,   7
YPK_4194,   2,   2,   0,   4,   6,   7
YPK_4195,  10,  10,   8,   6,   8,   4
YPK_4196,  10,  11,  12,  14,  10,  13
YPK_4197,  10,   2,   5,   4,   0,   3
YPK_4198,   0,   2,   1,   0,   0,   0
YPK_4199,   0,   2,   1,   2,   1,   1
YPK_4200,   1,   0,   2,   2,   2,   1
YPK_4201,   0,   2,   0,   0,   4,   0
YPK_4202,   0,   0,   0,   0,   0,   0
YPK_4206,   6,   0,   8,   3,   2,   6
YPK_4207,   4,   6,   0,   1,   0,   3
YPK_4208,   0,   0,   1,   2,   0,   1
YPK_4209,   2,   2,   3,   2,   2,   2
YPK_4210,   4,   2,   3,   0,   0,   1
YPK_4211,   2,   0,   0,  10,   0,   5
YPK_4212,   0,   0,   0,   0,   3,   3
YPK_4213,   5,   1,   0,   8,   0,   3
YPK_4214, 123,  85,  12,  11,   0,  15
YPK_4215,   0,   0,   4,   0,   2,   0
YPK_4216,   2,   4,   0,   4,   0,   1
YPK_4217,  10,  14,   2,   8,   6,   7
YPK_4218,   8,   8,   0,   0,   2,   0
YPK_4219,  11,   0,   4,   6,   2,   3
YPK_4220,  39,  67,  41,  31,  17,  35
YPK_4221,  51, 101,  42,  61,  49,  56
YPK_4222,  53, 102,  54,  45,  38,  45
YPK_4223,  18,  21,  14,  18,  25,  24
YPK_4224,  94,  80,  52, 180, 119, 136
YPK_4225,  69,  89,  61, 113, 112, 100
YPK_4226, 108,  90,  70, 135, 166, 114
YPK_4227,  11,  10,  13,  50,  46,  37
YPK_4228,  12,  18,   6,   6,   3,   6
YPK_4229,  23,  41,  12,  14,  36,  14
YPK_4230,   0,   0,   0,   0,   0,   0
YPK_4231,   7,   9,   2,   5,   0,   3
YPK_4232,   2,   0,   0,   6,   2,   1
YPK_4233,   2,   0,   0,   4,   3,   2
YPK_4234,   3,   6,   6,   2,   2,   3
YPK_4235,   7,  12,   4,   0,   0,   2
YPK_4236,   2,   0,   0,   0,   0,   0
YPK_4237,   2,   1,   0,   0,   0,   0
YPK_4238,   0,   1,   0,   0,   0,   0
YPK_4239,   0,   0,   0,   0,   0,   0
YPK_4240,   2,   0,   4,   2,   3,   4
YPK_4241,   2,   2,  10,   2,   2,   1
YPK_4242,   0,   0,   0,   1,   0,   1
YPK_4243,   0,   0,   0,   0,   0,   0
YPK_4244,  19,  11,  24,   8,   8,  16
YPK_4245,   8,   9,   6,   1,   2,   2
YPK_4246,   1,   3,   6,   6,   5,   8
YPK_4247,   0,   0,   0,   0,   0,   0
YPK_4248,   4,   0,   3,   4,   1,   4
YPK_4249,   5,  10,   6,  11,   7,  10
YPK_4250,   0,   0,   0,   0,   0,   0
