Count,Conditions
NA,sampleTreat_1.sam
0.0000000,sampleTreat_1.sam
1.0986123,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
0.0000000,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
0.0000000,sampleTreat_1.sam
1.3862944,sampleTreat_1.sam
0.0000000,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
2.7725887,sampleTreat_1.sam
2.1972246,sampleTreat_1.sam
1.3862944,sampleTreat_1.sam
2.0794415,sampleTreat_1.sam
1.3862944,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
0.0000000,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
2.0794415,sampleTreat_1.sam
NA,sampleTreat_1.sam
1.6094379,sampleTreat_1.sam
2.0794415,sampleTreat_1.sam
3.3672958,sampleTreat_1.sam
2.4849066,sampleTreat_1.sam
1.3862944,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
2.6390573,sampleTreat_1.sam
2.1972246,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
0.0000000,sampleTreat_1.sam
0.0000000,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
4.2904594,sampleTreat_1.sam
4.2195077,sampleTreat_1.sam
2.7725887,sampleTreat_1.sam
1.6094379,sampleTreat_1.sam
NA,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
2.8332133,sampleTreat_1.sam
1.6094379,sampleTreat_1.sam
NA,sampleTreat_1.sam
0.0000000,sampleTreat_1.sam
0.0000000,sampleTreat_1.sam
2.4849066,sampleTreat_1.sam
0.0000000,sampleTreat_1.sam
NA,sampleTreat_1.sam
1.0986123,sampleTreat_1.sam
2.3025851,sampleTreat_1.sam
1.0986123,sampleTreat_1.sam
2.0794415,sampleTreat_1.sam
NA,sampleTreat_1.sam
0.0000000,sampleTreat_1.sam
NA,sampleTreat_1.sam
1.7917595,sampleTreat_1.sam
1.9459101,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
1.7917595,sampleTreat_1.sam
2.1972246,sampleTreat_1.sam
2.0794415,sampleTreat_1.sam
2.3025851,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
4.0775374,sampleTreat_1.sam
2.7725887,sampleTreat_1.sam
2.0794415,sampleTreat_1.sam
2.1972246,sampleTreat_1.sam
1.6094379,sampleTreat_1.sam
NA,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
2.0794415,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
2.1972246,sampleTreat_1.sam
2.4849066,sampleTreat_1.sam
NA,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
2.3025851,sampleTreat_1.sam
NA,sampleTreat_1.sam
0.0000000,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
1.3862944,sampleTreat_1.sam
1.9459101,sampleTreat_1.sam
NA,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
2.6390573,sampleTreat_1.sam
2.0794415,sampleTreat_1.sam
NA,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
0.0000000,sampleTreat_1.sam
1.3862944,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
1.3862944,sampleTreat_1.sam
1.7917595,sampleTreat_1.sam
3.6375862,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
1.3862944,sampleTreat_1.sam
0.0000000,sampleTreat_1.sam
2.0794415,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
NA,sampleTreat_1.sam
2.3978953,sampleTreat_1.sam
1.3862944,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
3.3322045,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
3.1780538,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
3.4011974,sampleTreat_1.sam
2.5649494,sampleTreat_1.sam
4.5643482,sampleTreat_1.sam
NA,sampleTreat_1.sam
1.3862944,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
NA,sampleTreat_1.sam
4.3944492,sampleTreat_1.sam
1.7917595,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
1.6094379,sampleTreat_1.sam
1.0986123,sampleTreat_1.sam
NA,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
4.5849675,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
1.3862944,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
2.0794415,sampleTreat_1.sam
0.0000000,sampleTreat_1.sam
1.0986123,sampleTreat_1.sam
2.1972246,sampleTreat_1.sam
2.1972246,sampleTreat_1.sam
2.8332133,sampleTreat_1.sam
0.0000000,sampleTreat_1.sam
1.6094379,sampleTreat_1.sam
3.5553481,sampleTreat_1.sam
2.8903718,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
3.4011974,sampleTreat_1.sam
3.0910425,sampleTreat_1.sam
2.5649494,sampleTreat_1.sam
1.6094379,sampleTreat_1.sam
1.3862944,sampleTreat_1.sam
1.3862944,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
1.3862944,sampleTreat_1.sam
2.7725887,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
1.0986123,sampleTreat_1.sam
1.3862944,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
1.3862944,sampleTreat_1.sam
3.3322045,sampleTreat_1.sam
2.5649494,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
0.0000000,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
2.6390573,sampleTreat_1.sam
NA,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
2.7725887,sampleTreat_1.sam
2.3978953,sampleTreat_1.sam
2.1972246,sampleTreat_1.sam
0.0000000,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
3.6375862,sampleTreat_1.sam
4.6539604,sampleTreat_1.sam
1.7917595,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
2.0794415,sampleTreat_1.sam
3.0910425,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
2.3025851,sampleTreat_1.sam
2.3025851,sampleTreat_1.sam
2.3025851,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
0.0000000,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
1.7917595,sampleTreat_1.sam
1.3862944,sampleTreat_1.sam
NA,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
1.3862944,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
NA,sampleTreat_1.sam
1.6094379,sampleTreat_1.sam
4.8121844,sampleTreat_1.sam
NA,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
2.3025851,sampleTreat_1.sam
2.0794415,sampleTreat_1.sam
2.3978953,sampleTreat_1.sam
3.6635616,sampleTreat_1.sam
3.9318256,sampleTreat_1.sam
3.9702919,sampleTreat_1.sam
2.8903718,sampleTreat_1.sam
4.5432948,sampleTreat_1.sam
4.2341065,sampleTreat_1.sam
4.6821312,sampleTreat_1.sam
2.3978953,sampleTreat_1.sam
2.4849066,sampleTreat_1.sam
3.1354942,sampleTreat_1.sam
NA,sampleTreat_1.sam
1.9459101,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
1.0986123,sampleTreat_1.sam
1.9459101,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
0.6931472,sampleTreat_1.sam
NA,sampleTreat_1.sam
NA,sampleTreat_1.sam
2.9444390,sampleTreat_1.sam
2.0794415,sampleTreat_1.sam
0.0000000,sampleTreat_1.sam
NA,sampleTreat_1.sam
1.3862944,sampleTreat_1.sam
1.6094379,sampleTreat_1.sam
NA,sampleTreat_1.sam
1.3862944,sampleTreat_2.sam
2.4849066,sampleTreat_2.sam
1.9459101,sampleTreat_2.sam
3.6888795,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
2.0794415,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
2.4849066,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.0000000,sampleTreat_2.sam
2.3978953,sampleTreat_2.sam
1.9459101,sampleTreat_2.sam
2.0794415,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
0.0000000,sampleTreat_2.sam
0.0000000,sampleTreat_2.sam
2.3978953,sampleTreat_2.sam
1.6094379,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
2.1972246,sampleTreat_2.sam
2.0794415,sampleTreat_2.sam
2.3978953,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
2.0794415,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
1.0986123,sampleTreat_2.sam
0.0000000,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.0986123,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.0000000,sampleTreat_2.sam
0.0000000,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
2.3025851,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
1.6094379,sampleTreat_2.sam
0.0000000,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
3.4657359,sampleTreat_2.sam
4.3438054,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
2.6390573,sampleTreat_2.sam
0.0000000,sampleTreat_2.sam
2.4849066,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.0000000,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.9459101,sampleTreat_2.sam
2.0794415,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.0986123,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
2.4849066,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
2.6390573,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
2.4849066,sampleTreat_2.sam
2.3025851,sampleTreat_2.sam
2.0794415,sampleTreat_2.sam
2.1972246,sampleTreat_2.sam
4.7273878,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
2.0794415,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
3.2580965,sampleTreat_2.sam
3.8066625,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
2.8903718,sampleTreat_2.sam
5.0106353,sampleTreat_2.sam
2.0794415,sampleTreat_2.sam
1.0986123,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
2.0794415,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.0000000,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
3.3672958,sampleTreat_2.sam
2.8332133,sampleTreat_2.sam
2.7725887,sampleTreat_2.sam
1.9459101,sampleTreat_2.sam
2.8332133,sampleTreat_2.sam
NA,sampleTreat_2.sam
2.7725887,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
2.0794415,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
2.6390573,sampleTreat_2.sam
2.0794415,sampleTreat_2.sam
2.8332133,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
2.3978953,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
0.0000000,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
2.3025851,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
2.0794415,sampleTreat_2.sam
2.4849066,sampleTreat_2.sam
3.9889840,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
0.0000000,sampleTreat_2.sam
1.0986123,sampleTreat_2.sam
2.8332133,sampleTreat_2.sam
3.4657359,sampleTreat_2.sam
4.8675345,sampleTreat_2.sam
5.4722707,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
2.9444390,sampleTreat_2.sam
1.9459101,sampleTreat_2.sam
3.1780538,sampleTreat_2.sam
1.0986123,sampleTreat_2.sam
3.0445224,sampleTreat_2.sam
2.8332133,sampleTreat_2.sam
2.9444390,sampleTreat_2.sam
3.1354942,sampleTreat_2.sam
3.1354942,sampleTreat_2.sam
1.6094379,sampleTreat_2.sam
2.3978953,sampleTreat_2.sam
2.7725887,sampleTreat_2.sam
2.4849066,sampleTreat_2.sam
4.3438054,sampleTreat_2.sam
1.9459101,sampleTreat_2.sam
2.3978953,sampleTreat_2.sam
2.3025851,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
2.7725887,sampleTreat_2.sam
2.3025851,sampleTreat_2.sam
2.9444390,sampleTreat_2.sam
3.8066625,sampleTreat_2.sam
1.0986123,sampleTreat_2.sam
3.9702919,sampleTreat_2.sam
3.2958369,sampleTreat_2.sam
3.8918203,sampleTreat_2.sam
3.5553481,sampleTreat_2.sam
2.7080502,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
2.1972246,sampleTreat_2.sam
2.0794415,sampleTreat_2.sam
3.1780538,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
2.0794415,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
0.0000000,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
3.6888795,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
1.9459101,sampleTreat_2.sam
3.5553481,sampleTreat_2.sam
3.4965076,sampleTreat_2.sam
3.4011974,sampleTreat_2.sam
3.7135721,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
4.6249728,sampleTreat_2.sam
4.1896547,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
0.0000000,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
NA,sampleTreat_2.sam
2.0794415,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
4.0253517,sampleTreat_2.sam
1.9459101,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.9459101,sampleTreat_2.sam
3.1354942,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
2.8903718,sampleTreat_2.sam
NA,sampleTreat_2.sam
2.0794415,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
2.3025851,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
0.0000000,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
NA,sampleTreat_2.sam
3.1780538,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
3.1780538,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
2.6390573,sampleTreat_2.sam
0.0000000,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
2.0794415,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
2.0794415,sampleTreat_2.sam
2.4849066,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
1.9459101,sampleTreat_2.sam
2.4849066,sampleTreat_2.sam
1.0986123,sampleTreat_2.sam
2.3978953,sampleTreat_2.sam
0.0000000,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
1.6094379,sampleTreat_2.sam
2.3978953,sampleTreat_2.sam
2.3025851,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.0000000,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
2.5649494,sampleTreat_2.sam
1.9459101,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
2.3025851,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
0.0000000,sampleTreat_2.sam
3.3322045,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
3.4965076,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
2.8332133,sampleTreat_2.sam
2.5649494,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
0.0000000,sampleTreat_2.sam
0.0000000,sampleTreat_2.sam
2.0794415,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
2.6390573,sampleTreat_2.sam
1.9459101,sampleTreat_2.sam
2.1972246,sampleTreat_2.sam
2.3025851,sampleTreat_2.sam
2.7080502,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
2.3025851,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
3.0445224,sampleTreat_2.sam
NA,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
2.9957323,sampleTreat_2.sam
3.2580965,sampleTreat_2.sam
3.1354942,sampleTreat_2.sam
2.5649494,sampleTreat_2.sam
3.0910425,sampleTreat_2.sam
1.3862944,sampleTreat_2.sam
3.0910425,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
2.4849066,sampleTreat_2.sam
1.7917595,sampleTreat_2.sam
0.0000000,sampleTreat_2.sam
2.3025851,sampleTreat_2.sam
2.0794415,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.0000000,sampleTreat_2.sam
0.0000000,sampleTreat_2.sam
0.0000000,sampleTreat_2.sam
NA,sampleTreat_2.sam
0.0000000,sampleTreat_2.sam
3.4011974,sampleTreat_2.sam
3.3322045,sampleTreat_2.sam
1.0986123,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
NA,sampleTreat_2.sam
2.4849066,sampleTreat_2.sam
0.6931472,sampleTreat_2.sam
2.3025851,sampleTreat_2.sam
1.0986123,sampleTreat_2.sam
